sample_id,layout_points,structure,fixture,sequence,design,p_sim_mm,pass_in_model,efficiency_factor,current_factor,voltage_factor,travel_speed_factor,conductivity_factor_q235b,conductivity_factor_qt450_10,alpha_factor_q235b,alpha_factor_qt450_10,young_factor_q235b,young_factor_qt450_10,fixture_stiffness_factor,initial_eccentricity_mm
1,8,flex,compliant,S2,flex-compliant-8P-S2,0.037642,True,1.0845927061572003,1.025115717920345,0.9364004586542045,1.0903747491150781,1.0638425206023083,1.0040754033494947,1.0086765926823058,1.039605962680679,0.9711995151364662,1.0203492743516231,1.0635669602572027,-0.01655622342888871
1,8,flex,compliant,S3,flex-compliant-8P-S3,0.037642,True,1.0845927061572003,1.025115717920345,0.9364004586542045,1.0903747491150781,1.0638425206023083,1.0040754033494947,1.0086765926823058,1.039605962680679,0.9711995151364662,1.0203492743516231,1.0635669602572027,-0.01655622342888871
2,4,baseline,rigid,S1,baseline-rigid-4P-S1,0.04932,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
2,4,baseline,rigid,S2,baseline-rigid-4P-S2,0.030595,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
2,4,baseline,rigid,S3,baseline-rigid-4P-S3,0.030595,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
2,4,baseline,compliant,S1,baseline-compliant-4P-S1,0.041006,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
2,4,baseline,compliant,S2,baseline-compliant-4P-S2,0.026584,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
2,4,baseline,compliant,S3,baseline-compliant-4P-S3,0.026584,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
2,4,flex,rigid,S1,flex-rigid-4P-S1,0.037266,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
2,4,flex,rigid,S2,flex-rigid-4P-S2,0.02479,True,1.0511570559986232,0.9187857432228836,1.0109814609764696,1.0095876981880392,0.9945923158752357,0.9508475074387363,1.049656758059393,0.9815514485784272,1.0400701732463224,0.9714879336262557,0.9982315860328347,-0.006702979633024589
