time_s,QT_HAZ_c,QT_SURROGATE_INTERFACE_REF_c,WELD_CENTER_c,Q235B_SURROGATE_INTERFACE_REF_c,Q235B_HAZ_c
0.01,150.0,150.0,150.0,150.0,149.9916699735113
0.5,149.99997450356489,149.99982494964587,149.9934261845546,149.9245159162336,149.858676805933
1.0,149.9981341993912,149.99586874920516,149.9684668686401,149.8542671879764,149.78116443636117
1.5,149.98988338564018,149.98374360333432,149.93518096143316,149.79176782036126,149.7146402498441
2.0,149.97379475505167,149.96324424381731,149.89668419805878,149.73213939938688,149.6522243448907
2.5,149.95104887221544,149.936022344736,149.85440006941116,149.67422234276717,149.59235256972445
3.0,149.9237937951944,149.90438651674458,149.81013765000733,149.61905015237417,149.53600351880647
3.5,149.89477449659125,149.87116751303583,149.76648891845804,149.5693825396899,149.48603349884112
4.0,149.86741478844397,149.8398991532149,149.72705721520887,149.52956477518842,149.4469663229529
4.5,149.84594754164704,149.814997135505,149.6966033424413,149.50544539976386,149.4248734899
5.0,149.83551356715793,149.80187921691453,149.6811309050955,149.50436074169,149.4273451796335
5.5,149.84220655575882,149.80702812501482,149.68793633215756,149.53510241401898,149.46344316753644
6.0,149.8731239652814,149.83805309808042,149.725662143845,149.60801556747543,149.5438160137999
6.5,149.9364203977168,149.90376883650464,149.80441856378764,149.73509897994782,149.68078470753602
7.0,150.04138512870432,150.01430748631392,149.9359161077241,149.93021627357203,149.8885843751878
7.5,150.19864306687646,150.18136354853596,150.13381242327128,150.20953197469686,150.18379577493675
8.0,150.42021142605097,150.41835032910927,150.41396672639684,150.59160249347002,150.5854112948399
8.5,150.72004442486087,150.74102533539798,150.7951767308811,151.09860979513215,151.1161721094615
9.0,151.11396522839027,151.16761034937568,151.29966702752535,151.75597888129977,151.80193490212446
9.5,151.62067140132262,151.7200925533675,151.95449303483682,152.59480799087817,152.67442645814384
10.0,152.26184292519724,152.42446629063238,152.7926034680088,153.6514377563488,153.77027521351093
10.5,153.06287144098172,153.31256617780784,153.85560765375268,154.96996292092976,155.1336643344982
11.0,154.05529234228544,154.42443923077008,155.19664012781197,156.60565586865044,156.81974223216852
