case_id,structure,fixture,layout_points,sequence,line_heat_input_j_mm,total_heat_input_j,effective_peak_temperature_c,haz_width_proxy_mm,material_stiffness_factor,hole_center_shift_mm,axis_tilt_deg,shell_ellipticity_proxy_mm,position_metric_p_sim_mm,limit_mm,pass_in_model,sequence_indices,reduction_vs_baseline_s1_pct
BASELINE-RIGID-4P-S3,baseline,rigid,4,S3,330.0,23760.0,550.628437,3.996498,1.0,0.007748,0.019236,0.009157,0.019524,0.05,True,1-3-2-4,50.001
