step,time_s,source_center_s_mm,source_step_j,physical_birth_mass_kg,effective_birth_mass_kg,birth_enthalpy_j,convection_step_j,radiation_step_j,fe_enthalpy_change_j,expected_change_j,step_defect_j,cumulative_defect_j,predicted_capacity_mix_j,q235_mix_j,qt_mix_j,weld_mix_j,unexplained_step_j
  1.900000000000000E+01,  1.595000000000000E+01, -6.112499999999997E+00,  2.475000000000001E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.799444049045464E+00,  1.961499467887678E+00,  2.099463752264273E+01,  2.098905648306687E+01, -5.581039575865532E-03,  1.166507914255135E-01, -5.586019458989175E-03, -2.523601523398694E-03, -7.484841479692031E-03,  4.422423544101549E-03,  4.979883123643232E-06
  2.000000000000000E+01,  1.600000000000000E+01, -6.037500000000001E+00,  2.475000000000002E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.800429882502531E+00,  1.964591507628543E+00,  2.099349617077678E+01,  2.098497860986894E+01, -8.517560907836952E-03,  1.081332305176943E-01, -8.523369799353659E-03, -2.282238986584946E-03, -8.053055106176482E-03,  1.811924293407770E-03,  5.808891516707188E-06
  2.100000000000000E+01,  1.605000000000000E+01, -5.962499999999999E+00,  2.475000000000000E+01,  9.273981513397422E-07,  9.273979040335684E-07,  0.000000000000000E+00,  1.800538233958467E+00,  1.957189306036436E+00,  2.099409935300355E+01,  2.099227246000510E+01, -1.826892998451513E-03,  1.063063375192428E-01, -1.829298104477172E-03, -9.249010784734456E-04, -1.245538587571558E-02,  1.155098884971186E-02,  2.405106025659201E-06
  2.200000000000000E+01,  1.610000000000000E+01, -5.887499999999996E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.801843157903340E+00,  1.962515047553049E+00,  2.099720345134847E+01,  2.098564179454361E+01, -1.156165680485799E-02,  9.474468071437059E-02, -1.156790296828745E-02, -1.751928193296237E-03, -1.299882532985900E-02,  3.182850554867787E-03,  6.246163429458884E-06
  2.300000000000000E+01,  1.615000000000000E+01, -5.812500000000000E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.802915315080832E+00,  1.965947585484048E+00,  2.099490292256087E+01,  2.098113709943512E+01, -1.376582312574826E-02,  8.097885758866141E-02, -1.377061700690155E-02, -2.290491838533622E-03, -8.678939224912644E-03, -2.801185943455283E-03,  4.793881153292157E-06
  2.400000000000000E+01,  1.620000000000000E+01, -5.737499999999997E+00,  2.474999999999998E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.803946290751292E+00,  1.968788298494665E+00,  2.098765618819743E+01,  2.097726541075402E+01, -1.039077744341554E-02,  7.058808014522810E-02, -1.039559008615923E-02, -2.602264861005875E-03, -4.657109617117874E-03, -3.136215608035485E-03,  4.812642743689741E-06
  2.500000000000000E+01,  1.625000000000000E+01, -5.662499999999998E+00,  2.475000000000001E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.804962761666222E+00,  1.971477462005324E+00,  2.097981924853229E+01,  2.097355977632847E+01, -6.259472203826277E-03,  6.432860794143380E-02, -6.264283698081607E-03, -2.798647706662558E-03, -1.047036071546807E-03, -2.418599919872242E-03,  4.811494255329771E-06
  2.600000000000000E+01,  1.630000000000000E+01, -5.587499999999999E+00,  2.474999999999997E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.805971256881847E+00,  1.973995332967790E+00,  2.097212273863988E+01,  2.097003341015034E+01, -2.089328489546460E-03,  6.223927945188734E-02, -2.094161098902609E-03, -2.946340287176022E-03,  2.164211020702112E-03, -1.312031832428699E-03,  4.832609356148626E-06
  2.700000000000000E+01,  1.635000000000000E+01, -5.512499999999996E+00,  2.474999999999994E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.806975215284117E+00,  1.976375616785975E+00,  2.096494820341468E+01,  2.096664916792984E+01,  1.700964515165992E-03,  6.394024396695386E-02,  1.696115514061442E-03, -3.111359163753291E-03,  4.905688482222162E-03, -9.821380440743010E-05,  4.849001104550825E-06
  2.800000000000000E+01,  1.640000000000000E+01, -5.437499999999993E+00,  2.474999999999997E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.807976362178334E+00,  1.978655491981042E+00,  2.095835812977020E+01,  2.096336814584060E+01,  5.010016070393419E-03,  6.895026003746807E-02,  5.005143229972937E-03, -3.296016530936422E-03,  7.194863069630009E-03,  1.106296691279349E-03,  4.872840420482721E-06
  2.900000000000000E+01,  1.645000000000000E+01, -5.362499999999997E+00,  2.474999999999999E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.808975692341883E+00,  1.980871826243736E+00,  2.095263071302907E+01,  2.096015248141437E+01,  7.521768385306160E-03,  7.647202842269962E-02,  7.516705736188815E-03, -3.502785560881076E-03,  9.037208104430041E-03,  1.982283192639850E-03,  5.062649117345067E-06
  3.000000000000000E+01,  1.650000000000000E+01, -5.287499999999998E+00,  2.474999999999999E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.809974349792091E+00,  1.983077800740558E+00,  2.094764544333157E+01,  2.095694784946734E+01,  9.302406135770269E-03,  8.577443455851608E-02,  9.297906167073614E-03, -3.718339380790131E-03,  1.054457057504977E-02,  2.471674972813974E-03,  4.499968696655698E-06
  3.100000000000000E+01,  1.655000000000000E+01, -5.212499999999999E+00,  2.474999999999999E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.810971856541207E+00,  1.985261017451158E+00,  2.094275026980176E+01,  2.095376712600762E+01,  1.101685620585968E-02,  9.679129076437221E-02,  1.101411554937539E-02, -3.817552017519110E-03,  1.184657659024227E-02,  2.985090976652233E-03,  2.740656484288145E-06
  3.200000000000000E+01,  1.660000000000000E+01, -5.137499999999996E+00,  2.475000000000001E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.811967505232592E+00,  1.987403967755431E+00,  2.093850581982406E+01,  2.095062852701199E+01,  1.212270718793462E-02,  1.089139979522997E-01,  1.211774665435485E-02, -3.821118058756819E-03,  1.326829151421964E-02,  2.670573198892029E-03,  4.960533579775883E-06
  3.300000000000000E+01,  1.665000000000000E+01, -5.062499999999993E+00,  2.474999999999999E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.812960895070827E+00,  1.989493034857829E+00,  2.093389569623105E+01,  2.094754607007134E+01,  1.365037384028867E-02,  1.225643717925777E-01,  1.364538877798252E-02, -3.779112125786521E-03,  1.424827756255241E-02,  3.176223341216630E-03,  4.985062306143637E-06
  3.400000000000000E+01,  1.670000000000000E+01, -4.987499999999997E+00,  2.475000000000001E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.813954078210881E+00,  1.991669181483970E+00,  2.093125588708790E+01,  2.094437674030516E+01,  1.312085321726286E-02,  1.356852250098655E-01,  1.311591226916482E-02, -3.787724009269861E-03,  1.512814039366094E-02,  1.775495884773735E-03,  4.940948098042935E-06
  3.500000000000000E+01,  1.675000000000000E+01, -4.912499999999998E+00,  2.475000000000000E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.814943227776561E+00,  1.993716042000523E+00,  2.092752398480661E+01,  2.094134073022292E+01,  1.381674541630673E-02,  1.495019704261722E-01,  1.381287956440900E-02, -3.738487148080547E-03,  1.560260278748998E-02,  1.948763924999566E-03,  3.865851897733377E-06
  3.600000000000000E+01,  1.680000000000000E+01, -4.837499999999999E+00,  2.474999999999999E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.815933003998024E+00,  1.995932601980278E+00,  2.092335180473310E+01,  2.093813439402168E+01,  1.478258928858267E-02,  1.642845597148153E-01,  1.477725067605112E-02, -3.683875643783850E-03,  1.586481148000438E-02,  2.596314839830588E-03,  5.338612531550352E-06
  3.700000000000000E+01,  1.685000000000000E+01, -4.762499999999996E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.816923294398015E+00,  1.998302311248488E+00,  2.091892828210257E+01,  2.093477439435350E+01,  1.584611225093013E-02,  1.801306719656850E-01,  1.584075553742851E-02, -3.618392453250579E-03,  1.650431529360799E-02,  2.954832697071095E-03,  5.356713501627336E-06
  3.800000000000000E+01,  1.690000000000000E+01, -4.687499999999993E+00,  2.474999999999998E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.817912656030453E+00,  2.000740929533497E+00,  2.091531404919078E+01,  2.093134641443603E+01,  1.603236524524831E-02,  1.961630372109084E-01,  1.602901241426569E-02, -3.520235139569309E-03,  1.642908535715533E-02,  3.120162196679670E-03,  3.352830982628063E-06
  3.900000000000000E+01,  1.695000000000000E+01, -4.612499999999994E+00,  2.474999999999998E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.818901182366677E+00,  2.003261345061512E+00,  2.092192433354649E+01,  2.092783747257180E+01,  5.913139025309988E-03,  2.020761762362326E-01,  5.908332417012739E-03, -3.408199119525355E-03,  5.463031122048971E-03,  3.853500414489123E-03,  4.806608297248938E-06
  4.000000000000000E+01,  1.700000000000000E+01, -4.537499999999998E+00,  2.474999999999998E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.819889006032535E+00,  2.005903857308264E+00,  2.091796245451405E+01,  2.092420713665918E+01,  6.244682145126745E-03,  2.083208583815122E-01,  6.238918182726161E-03, -3.324842519534984E-03,  5.124143175467694E-03,  4.439617526793452E-03,  5.763962400584348E-06
  4.100000000000000E+01,  1.705000000000000E+01, -4.462499999999999E+00,  2.475000000000001E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.820874688585748E+00,  2.008567192990412E+00,  2.091340285447222E+01,  2.092055811842386E+01,  7.155263951631241E-03,  2.154761223330297E-01,  7.149918540286971E-03, -3.250102544659322E-03,  5.417973781417427E-03,  4.982047303528867E-03,  5.345411344269760E-06
  4.200000000000000E+01,  1.710000000000000E+01, -4.387499999999996E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.821859751486882E+00,  2.011333438500700E+00,  2.091057946105138E+01,  2.091680681001241E+01,  6.227348961029833E-03,  2.217034712941768E-01,  6.223084814146595E-03, -3.180248626116607E-03,  4.190605938117746E-03,  5.212727502145457E-03,  4.264146883237695E-06
  4.300000000000000E+01,  1.715000000000000E+01, -4.312500000000000E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.822843920407694E+00,  2.014200862201568E+00,  2.091756743907899E+01,  2.091295521739074E+01, -4.612221688255147E-03,  2.170912496058008E-01, -4.617736965024555E-03, -3.088796661200850E-03, -7.119419314237220E-03,  5.590479010413515E-03,  5.515276769407947E-06
  4.400000000000000E+01,  1.720000000000000E+01, -4.237499999999997E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.823825272458016E+00,  2.017119063965681E+00,  2.091339837624400E+01,  2.090905566357630E+01, -4.342712667700255E-03,  2.127485369381930E-01, -4.346988086588273E-03, -2.925145508826245E-03, -7.077615445181364E-03,  5.655772867419335E-03,  4.275418888018655E-06
  4.500000000000000E+01,  1.725000000000000E+01, -4.162499999999998E+00,  2.474999999999997E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.824804200856943E+00,  2.020049969946533E+00,  2.091165468026156E+01,  2.090514582919649E+01, -6.508851065071042E-03,  2.062396858731290E-01, -6.513897301956975E-03, -2.647544173897710E-03, -8.120975384462504E-03,  4.254622256403238E-03,  5.046236885933482E-06
  4.600000000000000E+01,  1.730000000000000E+01, -4.087499999999999E+00,  2.475000000000000E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.825779340275369E+00,  2.022956652408398E+00,  2.090795233396784E+01,  2.090126400731623E+01, -6.688326651612897E-03,  1.995513592214593E-01, -6.693910953708046E-03, -2.367944395249461E-03, -8.514583766031992E-03,  4.188617207573408E-03,  5.584302095148694E-06
  4.700000000000000E+01,  1.735000000000000E+01, -4.012499999999996E+00,  2.475000000000000E+01,  9.273981513396985E-07,  9.273979040335243E-07,  0.000000000000000E+00,  1.825923231870491E+00,  2.016421552954625E+00,  2.091384512140939E+01,  2.090765521517489E+01, -6.189906234506992E-03,  1.933614529870056E-01, -6.194798140948885E-03, -1.738625312860049E-03, -1.090513507545846E-02,  6.448962247369626E-03,  4.891906441892822E-06
  4.800000000000000E+01,  1.740000000000000E+01, -3.937500000000000E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.827092061642758E+00,  2.019734283543345E+00,  2.091662400071800E+01,  2.090317365481389E+01, -1.345034590411132E-02,  1.799111070829440E-01, -1.345508708568093E-02, -1.167583077108975E-03, -1.622924791170757E-02,  3.941743903135611E-03,  4.741181569617794E-06
  4.900000000000000E+01,  1.745000000000000E+01, -3.862499999999997E+00,  2.474999999999999E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.828184004831608E+00,  2.023785170293684E+00,  2.091140436122078E+01,  2.089803082487469E+01, -1.337353634608363E-02,  1.665375707368639E-01, -1.338002961335442E-02, -1.828358401285326E-03, -1.201933967656835E-02,  4.676684644992539E-04,  6.493267270799019E-06
  5.000000000000000E+01,  1.750000000000000E+01, -3.787499999999998E+00,  2.475000000000000E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.829224372971387E+00,  2.026907445618106E+00,  2.090867390362109E+01,  2.089386818141050E+01, -1.480572221058907E-02,  1.517318485261967E-01, -1.481030452791519E-02, -2.304209016655393E-03, -7.709172799771720E-03, -4.796922711488083E-03,  4.582317326126684E-06
  5.100000000000000E+01,  1.755000000000000E+01, -3.712500000000002E+00,  2.475000000000000E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.830239031664538E+00,  2.029656784282259E+00,  2.090040765613230E+01,  2.089010418405320E+01, -1.030347207910154E-02,  1.414283764470383E-01, -1.030805877871655E-02, -2.614676978343668E-03, -3.711564689266592E-03, -3.981817111106288E-03,  4.586699615009154E-06
  5.200000000000000E+01,  1.760000000000000E+01, -3.637500000000003E+00,  2.474999999999998E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.831242452819242E+00,  2.032252597470753E+00,  2.089222676387726E+01,  2.088650494970998E+01, -5.721814167280570E-03,  1.357065622798928E-01, -5.726415992564812E-03, -2.813472096905932E-03, -1.880481835668436E-04, -2.724895712092037E-03,  4.601825284241898E-06
  5.300000000000000E+01,  1.765000000000000E+01, -3.562500000000000E+00,  2.474999999999999E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.832239409701927E+00,  2.034684647047019E+00,  2.088452465640876E+01,  2.088307594325104E+01, -1.448713157717663E-03,  1.342578491221502E-01, -1.453335788557592E-03, -2.976321298778017E-03,  2.868197162564537E-03, -1.345211652344112E-03,  4.622630839929689E-06
  5.400000000000000E+01,  1.770000000000000E+01, -3.487499999999997E+00,  2.474999999999997E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.833232594706321E+00,  2.036988726344144E+00,  2.087744379734067E+01,  2.087977867894950E+01,  2.334881608827999E-03,  1.365927307310812E-01,  2.330238051914081E-03, -3.150786280627104E-03,  5.466968293054535E-03,  1.405603948665068E-05,  4.643556913917681E-06
  5.500000000000000E+01,  1.775000000000000E+01, -3.412499999999998E+00,  2.474999999999999E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.834223434171111E+00,  2.039204152491299E+00,  2.087143224693864E+01,  2.087657241333758E+01,  5.140166398945212E-03,  1.417328971299412E-01,  5.135336075378532E-03, -3.364736921664088E-03,  7.627263125553695E-03,  8.728098714889249E-04,  4.830323566679465E-06
  5.600000000000000E+01,  1.780000000000000E+01, -3.337500000000002E+00,  2.474999999999996E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.835213666919531E+00,  2.041401867907863E+00,  2.086544219510688E+01,  2.087338446517257E+01,  7.942270065690593E-03,  1.496751671957099E-01,  7.937586357353860E-03, -3.587103529659889E-03,  9.432985148132574E-03,  2.091704738881174E-03,  4.683708336733136E-06
  5.700000000000000E+01,  1.785000000000000E+01, -3.262500000000003E+00,  2.475000000000001E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.836202479967292E+00,  2.043563377804201E+00,  2.085981440886826E+01,  2.087023414222852E+01,  1.041973336026203E-02,  1.600949005560324E-01,  1.041502857787348E-02, -3.725309442421747E-03,  1.091784777455346E-02,  3.222490245741765E-03,  4.704782388549253E-06
  5.800000000000000E+01,  1.790000000000000E+01, -3.187500000000000E+00,  2.475000000000000E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.837190097329248E+00,  2.045712298739657E+00,  2.085541033325717E+01,  2.086709760393109E+01,  1.168727067392439E-02,  1.717821712300065E-01,  1.168280228303706E-02, -3.802724482834312E-03,  1.208617681445725E-02,  3.399349951414115E-03,  4.468390887331711E-06
  5.900000000000000E+01,  1.795000000000000E+01, -3.112500000000004E+00,  2.475000000000001E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.838176174379841E+00,  2.047838602535787E+00,  2.085076024988666E+01,  2.086398522308438E+01,  1.322497319772253E-02,  1.850071444275727E-01,  1.322128252182070E-02, -3.787291737837342E-03,  1.324314044551245E-02,  3.765433814145585E-03,  3.690675901838608E-06
  6.000000000000000E+01,  1.800000000000000E+01, -3.037500000000001E+00,  2.474999999999999E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.839160339052283E+00,  2.049934596543279E+00,  2.084708216501895E+01,  2.086090506440443E+01,  1.382289938548453E-02,  1.988300438131319E-01,  1.381812190517970E-02, -3.761212628478803E-03,  1.442315249607625E-02,  3.156182037582255E-03,  4.777480304831577E-06
  6.100000000000000E+01,  1.805000000000000E+01, -2.962500000000002E+00,  2.475000000000000E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.840142882036672E+00,  2.052030676943107E+00,  2.084291731430858E+01,  2.085782644102022E+01,  1.490912671163969E-02,  2.137391705248319E-01,  1.490498729398579E-02, -3.728232400188121E-03,  1.524278304480105E-02,  3.390436649372863E-03,  4.139417653892599E-06
  6.200000000000000E+01,  1.810000000000000E+01, -2.887500000000003E+00,  2.474999999999997E+01,  9.273981513397422E-07,  9.273981513397422E-07,  0.000000000000000E+00,  1.841123784598700E+00,  2.054142713647662E+00,  2.084098216795974E+01,  2.085473350175361E+01,  1.375133379386995E-02,  2.274905043186664E-01,  1.374574100013450E-02, -3.722208182822658E-03,  1.590518055588288E-02,  1.562768627074281E-03,  5.592793735447604E-06
  6.300000000000000E+01,  1.815000000000000E+01, -2.812500000000000E+00,  2.475000000000001E+01,  9.273981513396981E-07,  9.273981513396981E-07,  0.000000000000000E+00,  1.842102423475148E+00,  2.056245001461038E+00,  2.083652920479653E+01,  2.085165257506383E+01,  1.512337026729682E-02,  2.426138745859134E-01,  1.511824118947060E-02, -3.676230845430571E-03,  1.630229201872783E-02,  2.492180016173340E-03,  5.129077826224182E-06
