filename,dx_error_mm,dy_error_mm,theta_error_deg,quality_accepted,quality_confidence,quality_failed_checks
sample_0000.png,0.0013427337010700757,-0.0005696515242258893,0.0007779305403081693,True,0.998560294307526,
sample_0001.png,0.002304087082544981,0.0010274251302083703,-0.0006033171166102136,True,0.9985542800434426,
sample_0002.png,0.0009256998697916666,-0.0001881519953410571,-0.00014382555631442528,True,0.9985482657793591,
sample_0003.png,-0.0005747477213541666,-0.0015920003255208333,0.0027720698288353773,True,0.9985542800434426,
sample_0004.png,0.002655049165089962,-0.0018920699755350379,0.0036624603999417804,True,0.9985482657793591,
sample_0005.png,-0.0002288818359375,-0.001271575689315796,0.001307470390673915,True,0.9985362372511922,
sample_0006.png,0.0016225079695383893,0.0008290211359660571,-0.001536123601784567,True,0.9985482657793591,
sample_0007.png,0.0005696713924407959,0.0005645652612050189,0.00041363187374283635,True,0.9985302229871087,
sample_0008.png,0.001983622709910038,0.0001780390739440918,-0.0006161011850576159,True,0.9985482657793591,
sample_0009.png,-0.002044657866160038,0.001408855120341057,-0.00011686623058038137,True,0.9985482657793591,
sample_0010.png,0.0008900562922160571,0.0011850794156392785,-0.001015226724354168,True,0.9968770847282649,
sample_0011.png,0.002649982770283943,-0.0003560781478881836,0.0016408592927934507,True,0.9985482657793591,
sample_0012.png,0.0015054941177368164,-0.0008240143458049243,0.001490206648480985,True,0.9985422515152756,
sample_0013.png,0.00238037109375,0.0007476806640625,-0.002317385148668194,True,0.9985482657793591,
sample_0014.png,0.0018870035807291667,0.00043232242266338927,-0.001803454969846463,True,0.9985482657793591,
sample_0015.png,0.0007171630859375,0.00010173519452411073,0.0006265367060080962,True,0.9985542800434426,
sample_0016.png,0.0005798240502675189,0.0014800628026325757,-0.0014052864125320141,True,0.9985362372511922,
sample_0017.png,0.00011189778645833333,0.00037638346354162966,-0.00022222889184320138,True,0.9985542800434426,
sample_0018.png,0.0009663800398508893,-0.0007832447687785571,0.002446427820029129,True,0.9985482657793591,
sample_0019.png,2.0305315653557088e-05,-2.543131510424068e-05,0.00016243913186464454,True,0.9985422515152756,
sample_0020.png,0.003824889659881592,-0.001352936029434204,0.002029487519786155,True,0.9985422515152756,
sample_0021.png,-0.0022176106770833703,0.001464853684107481,-0.002320268141914106,True,0.9985542800434426,
sample_0022.png,0.0010884602864582593,9.663899739575932e-05,0.001839747749832199,True,0.9985482657793591,
sample_0023.png,0.0023905436197917407,-0.001434316237767519,0.0030974890376986863,True,0.998560294307526,
sample_0024.png,0.0009765227635700757,-0.0013326009114583703,0.002603213050606623,True,0.9985482657793591,
sample_0025.png,0.00067138671875,0.0008646249771118164,-0.001456744951374489,True,0.9985542800434426,
sample_0026.png,0.0009714961051940918,-0.0007222493489582593,0.0010266934803340177,True,0.998560294307526,
sample_0027.png,-0.002766907215118408,0.001129160324732481,-0.0030832605427883386,True,0.9985663085716094,
sample_0028.png,-2.034505208325932e-05,9.1552734375e-05,-7.538391377792664e-06,True,0.9985422515152756,
sample_0029.png,0.0017191668351491107,-0.0023956298828125,0.003826248655489195,True,0.9985542800434426,
sample_0030.png,0.00032045443852746214,5.5909156799316406e-05,-0.001028430077234077,True,0.998560294307526,
sample_0031.png,-0.00019328792889911073,0.0006052652994791666,-0.00025439295216278524,True,0.9985422515152756,
sample_0032.png,0.0014241337776184082,-0.002614349126815796,0.004795842233692671,True,0.998560294307526,
sample_0033.png,0.00023396809895837034,0.002761820952097538,-0.00412542785633363,True,0.9985422515152756,
sample_0034.png,0.0010427037874857215,0.00010172526041662966,-0.0003657471648281785,True,0.9985482657793591,
sample_0035.png,0.0004170835018157959,0.001118938128153557,-0.0011135626688787426,True,0.9985542800434426,
sample_0036.png,0.001800537109375,-0.001337726910908943,0.0022825786394022884,True,0.9985422515152756,
sample_0037.png,0.0006205240885417407,0.002492278814315796,-0.00380637338567702,True,0.9985422515152756,
sample_0038.png,0.0009104410807291666,-0.0009409685929616107,0.0029037191691184683,True,0.9985482657793591,
sample_0039.png,-0.0011240243911743164,-0.0007578631242116107,0.000762564678995048,True,0.9985482657793591,
sample_0040.png,0.001861572265625,-0.0008748273054758893,0.0012394019694506042,True,0.9985482657793591,
sample_0041.png,-0.003321319818496704,-0.0010020136833190918,0.0024027062443892078,True,0.9985542800434426,
sample_0042.png,0.003163635730743408,-0.0017293691635131836,0.003072284627229749,True,0.9985482657793591,
sample_0043.png,0.0001932680606842041,-0.0010172526041666667,0.002298582145246142,True,0.9969144580420304,
sample_0044.png,0.0017751057942708333,-0.0002034107844035571,0.000988155658394163,True,0.9985482657793591,
sample_0045.png,0.0015869140625,0.0009358624617258893,-0.0031539008294068083,True,0.998560294307526,
sample_0046.png,0.001281748215357481,-0.001739511887232481,0.0025722034233215396,True,0.9985422515152756,
sample_0047.png,5.086263020870341e-06,-0.0019785364468892785,0.0024188640933067163,True,0.9985482657793591,
sample_0048.png,-0.00047809878985088927,-0.0004069209098815918,0.001456736848636453,True,0.9968583980713821,
sample_0049.png,0.0018259882926940918,-0.0011800130208332593,0.0023392055012094737,True,0.9985362372511922,
sample_0050.png,0.0006205638249714429,-8.137027422588927e-05,0.00042109941770895887,True,0.9985482657793591,
sample_0051.png,-0.0006204843521118164,0.00010170539220177854,-0.0002784174210956891,True,0.9985362372511922,
sample_0052.png,0.000152587890625,-0.00225830078125,0.0036055369328398257,True,0.9985362372511922,
sample_0053.png,0.002197245756785038,-0.0001220703125,-0.0018133049650090882,True,0.9985302229871087,
sample_0054.png,0.002019256353378296,0.0030466516812642785,-0.0041270133695405775,True,0.9985482657793591,
sample_0055.png,-0.0017801920572916297,-0.0014597376187642785,0.002187168575472853,True,0.9985482657793591,
sample_0056.png,0.001129140456517519,0.0019022723038991107,-0.0029389032895714706,True,0.9985542800434426,
sample_0057.png,-0.0005391836166381836,0.001241058111190796,-0.0020256670521363596,True,0.9985422515152756,
sample_0058.png,-1.0172526041740682e-05,-0.0001882016658782959,0.0012147969305233985,True,0.9985542800434426,
sample_0059.png,0.0015462636947631836,-0.002248088518778557,0.004437238454292558,True,0.9985542800434426,
sample_0060.png,0.0023651123046875,0.0005442301432292407,-0.0019790105225704346,True,0.9985542800434426,
sample_0061.png,-0.0003560185432434082,-2.0384788513183594e-05,1.9203254386312985e-05,True,0.9985482657793591,
sample_0062.png,0.00023905436197916666,-0.0021820068359375,0.003236307190604748,True,0.9985542800434426,
sample_0063.png,0.0004984339078267785,0.0005544026692707593,-0.0010088757506840906,True,0.9985482657793591,
sample_0064.png,0.0003611445426940918,-0.0018463134765625,0.00319059467863958,True,0.9985542800434426,
sample_0065.png,0.001434326171875,-0.001393646001815796,0.0016084769894932904,True,0.9985482657793591,
sample_0066.png,5.086263020837034e-05,-0.0016733805338541667,0.002278639663771287,True,0.9985482657793591,
sample_0067.png,-0.0003509521484375,-0.0016886591911315918,0.002503978686451025,True,0.9968770847282649,
sample_0068.png,-0.0004170536994934082,-0.0027414560317993164,0.005086702053311853,True,0.9968770847282649,
sample_0069.png,0.0010427236557006836,-0.0019124348958332593,0.0032292600102952207,True,0.9985482657793591,
sample_0070.png,-0.0008545319239299243,0.002568523089091057,-0.005532894494435947,True,0.9985422515152756,
sample_0071.png,-0.0012410283088684082,-0.0025634765625,0.004331882857425029,True,0.9985542800434426,
sample_0072.png,-0.000518798828125,-0.001983642578125,0.004078101873781215,True,0.9985482657793591,
sample_0073.png,0.0012919108072916297,-0.0015360713005065918,0.0030939118139095,True,0.9968583980713821,
sample_0074.png,-0.00091552734375,0.0006561179955800189,-0.0009192499796109033,True,0.9985422515152756,
sample_0075.png,0.0001423756281535571,-0.0013325810432434082,0.0033466761338032096,True,0.9968957713851477,
sample_0076.png,0.0002848307291667407,0.0015106201171875,-0.002781556697149412,True,0.9985422515152756,
sample_0077.png,0.0016123553117116107,-0.000396728515625,0.000598140619700871,True,0.9985482657793591,
sample_0078.png,-0.0007833043734232215,0.0006103614966074811,-0.001345856724123351,True,0.9985482657793591,
sample_0079.png,0.0005493263403574811,-0.0003153483072917407,0.0013746957049494135,True,0.9985422515152756,
sample_0080.png,0.000885009765625,-0.0016174117724100379,0.002950048530404592,True,0.9985482657793591,
sample_0081.png,0.0025431116422017785,0.0009409487247467041,-0.0003440299033794503,True,0.9985422515152756,
sample_0082.png,0.0021769205729167407,-0.0007069905598958703,0.00311995173896662,True,0.9985362372511922,
sample_0083.png,-0.0001424252986907959,-0.002278606096903557,0.0024713686028015047,True,0.9985482657793591,
sample_0084.png,0.0013631184895833703,0.0002237856388092041,-8.346023218086529e-05,True,0.9985422515152756,
sample_0085.png,-0.00021870930989575932,0.0011189579963684082,-0.002077552155054116,True,0.998560294307526,
sample_0086.png,0.0022939046223958335,-0.0010680953661600379,0.0032857857779706734,True,0.9985542800434426,
sample_0087.png,0.00034584601720177854,-0.0010172625382741107,0.002775931417698718,True,0.9985422515152756,
sample_0088.png,0.0002847909927368164,-0.0006713469823200757,0.001299713751327758,True,0.9985542800434426,
sample_0089.png,0.0035451253255208335,-0.0003254810969035571,0.002045560956265291,True,0.996970518012679,
sample_0090.png,-0.0006866355737050189,-0.0003509521484375,-0.0009272128980652994,True,0.9985422515152756,
sample_0091.png,0.0009409189224243164,0.0005849202473958334,-0.0008960478551998108,True,0.9985422515152756,
sample_0092.png,0.0014343460400899621,-0.001032551129658943,0.0009647048980871986,True,0.998560294307526,
sample_0093.png,0.0027567148208618164,0.0018768111864725379,-0.0018370171301249627,True,0.9985422515152756,
sample_0094.png,-0.0021820068359375,0.0029856363932292407,-0.004960976307920362,True,0.9985482657793591,
sample_0095.png,0.0009358723958333334,0.0009205937385559082,-0.0028450925765488577,True,0.9985542800434426,
sample_0096.png,0.0003204743067424243,-0.0011647442976633893,0.001560547135269977,True,0.9985362372511922,
sample_0097.png,-0.00016277035077411073,-0.003250141938527462,0.006817039874749575,True,0.9985422515152756,
sample_0098.png,0.0018768707911174243,-0.0027261972427368164,0.005316844718636027,True,0.9985542800434426,
sample_0099.png,-0.0006510317325592041,0.00025937954584753786,-0.000719339242736261,True,0.9985542800434426,
