time_s,QT_HAZ_c,QT_SURROGATE_INTERFACE_REF_c,WELD_CENTER_c,Q235B_SURROGATE_INTERFACE_REF_c,Q235B_HAZ_c
0.01,150.0,150.0,150.0,150.0,149.9916699735113
0.5,149.9999745035742,149.9998249496523,149.99342618455455,149.92451591628054,149.85867680600222
1.0,149.99813420861005,149.9958687550659,149.96846687227662,149.85426723191156,149.7811644946909
1.5,149.98988368616455,149.983743814042,149.9351811784138,149.79176904528072,149.71464177305296
2.0,149.97379750027446,149.96324637373408,149.89668670853808,149.7321486417585,149.65223535102314
2.5,149.95106186347292,149.93603319491376,149.85441311418737,149.67425851914413,149.5923943208329
3.0,149.9238351988738,149.9044227617805,149.81018041599384,149.61914728110813,149.53611302775954
3.5,149.89487664028167,149.87125944508622,149.76659417560296,149.56958919946612,149.48626238699063
4.0,149.86762592308185,149.8400921735206,149.7272713365167,149.52994108275755,149.44737728787436
4.5,149.84633181745022,149.81535115515106,149.69698426929864,149.50606011154412,149.42553744095613
5.0,149.8361498286206,149.80246681111166,149.68174556420297,149.50528835356857,149.4283382442739
5.5,149.8431861040041,149.80793157786624,149.68885666846876,149.53641968557858,149.4648435479898
6.0,149.87454874500582,149.83936124249482,149.72696125671365,149.60980040144287,149.54570332153241
6.5,149.93839945332343,149.90557250323872,149.80616477235597,149.73742344575913,149.68323293409253
7.0,150.0440338760568,150.01669519249214,149.9381649460258,149.93314859793819,149.89166642757806
7.5,150.20207800076827,150.1844139699081,150.13659726581494,150.21312263602724,150.18756777419398
8.0,150.42455027693967,150.42212479559817,150.41727719705284,150.5958860357593,150.5899221471171
8.5,150.72540182912383,150.74555418696926,150.79893975496367,151.10359164643128,151.12144801342004
9.0,151.1204453874991,151.1728757791713,151.30369317271925,151.76161156688644,151.80796738517716
9.5,151.62838328771426,151.7260057479941,151.958410220132,152.60101579654855,152.68121477677983
10.0,152.27085402542122,152.43081981097913,152.79574647712406,153.65800123229286,153.7777002391566
10.5,153.07329646226952,153.3190140917522,153.85672765622178,154.97665624208025,155.14173547353852
11.0,154.06715230457047,154.43034009221776,155.19370497710793,156.61194757689958,156.82820146001353
11.5,155.2866200344062,155.81122769932546,156.8734339339078,158.62536493522913,158.89656203852357
12.0,156.7791786402752,157.5281036962624,158.99053003701414,161.10482116623797,161.43237447825902
12.5,158.59113839933542,159.64954880918725,161.66062489568827,164.1359970770702,164.5142556251945
13.0,160.79201161826967,162.2928058372998,165.0894374350556,167.8611239365103,168.2697671242548
13.5,163.45197830375912,165.56619532314156,169.47872409626046,172.40838218976495,172.8157531511431
14.0,166.6535109979522,169.6557967837302,175.31871364242676,177.97852799361561,178.30207554616658
14.5,170.52262673449553,174.7926767186022,183.02654903959842,184.8221892494589,184.94449195450693
15.0,175.1151102004285,181.15994263208847,193.54899389790353,193.11916050905535,192.83743629685335
15.5,180.6379545261069,189.32283664265992,208.42922309960204,203.42623758714805,202.35782108099255
16.0,187.10205738355117,199.1665318689985,227.35336456461084,215.6398663646969,213.49094382125725
16.500000000000004,194.73512283791308,211.71495351956105,255.0756048457228,230.7155851180092,226.69859099002832
17.000000000000004,203.5341485659613,226.6806023220861,288.01904839013827,248.39535786970734,241.9311298781144
17.500000000000004,213.57629743552286,244.7468005372771,332.8713453504427,269.29315475876376,259.37150108436106
18.000000000000004,224.83771993171538,265.8472918722102,388.3802708702656,293.33406101339165,278.9725730175421
18.500000000000004,237.0986550691482,289.6991148991358,447.62589426584714,320.2392078667525,300.3743066087961
19.000000000000004,250.58524910759755,315.8238935801402,513.7667903697007,349.68382049321303,323.96351812264805
19.500000000000004,263.8091577691051,344.0062792281499,619.7829184776382,380.78999340639336,347.13664778624855
20.000000000000004,278.6468568758763,376.85862818752526,704.9398295152464,416.6523537256523,373.32926729397207
20.500000000000004,291.79099297197206,400.09640575157476,753.2965613079314,444.3166152874405,396.42426573339696
21.000000000000004,303.61209605265435,424.2442362482598,832.1751689393377,471.981777290195,417.2876020349025
21.500000000000004,314.553180213441,441.9444825534285,859.1880427554311,494.06450127724406,436.49374399065135
22.000000000000004,322.9538145356685,451.3133823060788,847.8325858939616,508.1007822662135,451.0397832894421
22.500000000000004,328.3916880988807,450.8142057314909,813.5120845405722,512.2002610756106,460.1575845053047
23.000000000000004,332.37616728056906,450.4702847293741,790.6471990445958,515.0539405248716,466.3187503782708
23.500000000000004,334.6131230502526,443.53747118283377,731.3058506833073,511.27330344823076,469.1239923662954
24.000000000000004,333.9840123756989,432.1340107528731,684.2896853124631,501.7509426344848,466.46154324814364
24.500000000000004,332.8246681663901,422.5177172125134,645.0991714883837,492.7488995777717,462.44491080418675
25.000000000000004,330.47454495441946,408.6404811050128,586.4086519487134,479.4180253399247,456.1810429412883
25.500000000000004,326.7912792115232,395.4538532408262,546.3496477564449,465.5214229856034,447.2888697367536
26.000000000000004,323.18141180836915,383.6485105779541,507.51366812666953,452.4292184036478,438.37361290043407
26.500000000000004,318.94729038565976,371.0420693751239,473.1728663935266,438.2795827059342,428.37817537440515
27.000000000000004,314.5594569568748,360.14876338960124,446.6810830165231,425.24163636349175,418.07819894371437
