candidate,resolution,thermal_source,material_scenario,restraint_pattern,foundation_n_mm3,position_sensitivity_diameter_mm,bore_fit_rms_mm,relative_linear_residual,maximum_displacement_mm,formal_welding_residual_prediction
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,uniform_full,10000.0,5.516181963342338e-05,0.0001684128014940751,6.040000734998407e-15,0.011517358523272367,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_0,10000.0,0.009542283185721511,0.0003743973680217252,1.0375730537031852e-14,0.01200105597949531,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_30,10000.0,0.008799548434027901,0.00021421710277651527,8.718516009762936e-15,0.011866084467734739,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_60,10000.0,0.00962539435159858,0.0003757637472590702,1.054159003783515e-14,0.012107794049102057,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_90,10000.0,0.008841574743752086,0.00021474507234409547,8.977309533721827e-15,0.011784149852347945,False
6P-FAIR_B,coarse,fvm,nominal,uniform_half,1000000.0,9.237289901237237e-05,0.00022024782467557058,1.2851607712223939e-14,0.005499240464321077,False
6P-FAIR_B,coarse,fvm,nominal,uniform_full,1000000.0,8.939574937733308e-05,0.0003463298083340076,8.812256379542123e-15,0.00923501603365405,False
6P-FAIR_B,coarse,fvm,nominal,hemisphere_0,1000000.0,0.004090555875263715,0.0003248199472649059,1.0639078913163008e-14,0.008854649547801073,False
6P-FAIR_B,coarse,fvm,nominal,hemisphere_30,1000000.0,0.004116495401976497,0.0002911245865111361,9.832938749626381e-15,0.008846980127307046,False
6P-FAIR_B,coarse,fvm,nominal,hemisphere_60,1000000.0,0.004111120028576046,0.00032251561810049684,1.0370035148755365e-14,0.009149758709743584,False
6P-FAIR_B,coarse,fvm,nominal,hemisphere_90,1000000.0,0.0042204055651078615,0.00028520651641152187,9.718518343993026e-15,0.009134146950097627,False
6P-FAIR_B,coarse,fvm,low_expansion_high_yield,uniform_half,1000000.0,6.637394939252679e-05,0.00018038329282766546,1.19479153151555e-14,0.005129404084607954,False
6P-FAIR_B,coarse,fvm,low_expansion_high_yield,uniform_full,1000000.0,8.191456284293926e-05,0.0004339324562432514,1.2834787165993568e-14,0.008443044531445964,False
6P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_0,1000000.0,0.0021110187634081016,0.0003208948659311032,1.1990157838327427e-14,0.007891540783417647,False
6P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_30,1000000.0,0.002142282736078073,0.00031222491850536595,1.1309341564005223e-14,0.007900620507495381,False
6P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_60,1000000.0,0.0021743568015867064,0.00031563242968490576,1.1992399902199776e-14,0.00789151619908208,False
6P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_90,1000000.0,0.002238769577748221,0.0003081195850267509,1.1816313059736508e-14,0.007879618110969504,False
6P-FAIR_B,coarse,fvm,high_expansion_low_yield,uniform_half,1000000.0,6.328097358080247e-05,0.0002745240227289083,1.4218718662237836e-14,0.005480766565134893,False
6P-FAIR_B,coarse,fvm,high_expansion_low_yield,uniform_full,1000000.0,8.74960149662234e-05,0.00019659693558412742,6.568728722832151e-15,0.01058405813830722,False
6P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_0,1000000.0,0.009087544979242822,0.0004466900186650698,1.0275275767834457e-14,0.010564543956203706,False
6P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_30,1000000.0,0.008956512407826335,0.0002424656727018006,9.030598830802355e-15,0.010523949038474454,False
6P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_60,1000000.0,0.00921766013056469,0.0004481456101372241,1.053784193990844e-14,0.010549738097570717,False
6P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_90,1000000.0,0.009028478030392965,0.00023982550487859923,9.498862235929383e-15,0.010496353039157313,False
6P-FAIR_B,coarse,elmer,nominal,uniform_half,1000000.0,7.308857501784352e-05,0.00019238002171075247,1.2764080827859639e-14,0.005090537696989127,False
6P-FAIR_B,coarse,elmer,nominal,uniform_full,1000000.0,8.78582143124967e-05,0.00034815264906900184,8.850618366212427e-15,0.009115857917450157,False
6P-FAIR_B,coarse,elmer,nominal,hemisphere_0,1000000.0,0.004087727468415832,0.000312140670884049,1.0402340470212915e-14,0.008704926272526656,False
6P-FAIR_B,coarse,elmer,nominal,hemisphere_30,1000000.0,0.004113720446532496,0.0002778599862851817,9.894436811263568e-15,0.008700420417112772,False
6P-FAIR_B,coarse,elmer,nominal,hemisphere_60,1000000.0,0.004109042399409398,0.0003101454100933359,1.047640398199292e-14,0.009030112330763071,False
6P-FAIR_B,coarse,elmer,nominal,hemisphere_90,1000000.0,0.004211459275745239,0.0002727640022525048,9.975641385729929e-15,0.00901851232661299,False
6P-FAIR_B,coarse,elmer,low_expansion_high_yield,uniform_half,1000000.0,5.4047401183366265e-05,0.00015165503849047296,1.1228903336866842e-14,0.004535163859870398,False
6P-FAIR_B,coarse,elmer,low_expansion_high_yield,uniform_full,1000000.0,7.793812322735952e-05,0.0004190048459792039,1.2693910912587167e-14,0.0081558041227001,False
6P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_0,1000000.0,0.0020524234217069674,0.0002984521756624385,1.2020899311484296e-14,0.007717264194682903,False
6P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_30,1000000.0,0.002081452210963334,0.00028922867066610397,1.1464361625259045e-14,0.007726418160026004,False
6P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_60,1000000.0,0.002107535051378078,0.0002931064252121379,1.2112793729194733e-14,0.007718823636830879,False
6P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_90,1000000.0,0.0021647161722093836,0.0002866791034009809,1.1194407598296696e-14,0.007708731890948507,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,uniform_half,1000000.0,6.196145609875124e-05,0.000255450249825439,1.4134959372871035e-14,0.005243353935514599,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,uniform_full,1000000.0,8.422570821076961e-05,0.00020185103727543753,6.987721393988131e-15,0.010518740739651084,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_0,1000000.0,0.009072594483429378,0.00044326080404393534,1.0644874556808881e-14,0.01050320688401167,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_30,1000000.0,0.00894206874310934,0.00023660453137000056,9.455195041528619e-15,0.010464357566032348,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_60,1000000.0,0.009200007053870267,0.0004452802750483274,1.0517383435470321e-14,0.01049174681173796,False
6P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_90,1000000.0,0.009011476027150064,0.00023390323170595668,9.64884710991373e-15,0.010440752435260303,False
6P-FAIR_B,medium,fvm,nominal,uniform_half,10000.0,2.013396952615124e-05,0.00022777968507007798,1.7225171414390528e-14,0.00823166621444262,False
6P-FAIR_B,medium,fvm,nominal,uniform_full,10000.0,3.4181520037379746e-05,0.00034042079087099177,1.2756261047071968e-14,0.012184905750294042,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_0,10000.0,0.004401980448307829,0.00030832836926565394,1.535841517220837e-14,0.012158553027614682,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_30,10000.0,0.004188403026285835,0.00028415531704670174,1.4218606448663602e-14,0.012194700993672904,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_60,10000.0,0.004421522031641457,0.0003091736014490514,1.5355174473282314e-14,0.01224054151111437,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_90,10000.0,0.004177873633030548,0.000285117171186003,1.4582277354020705e-14,0.012190322054122604,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,uniform_half,10000.0,2.0151613065371747e-05,0.00018761329993501052,1.5436272600227057e-14,0.007768102257038301,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,uniform_full,10000.0,3.717861209124858e-05,0.0004325629876041458,1.7733424583730592e-14,0.012428176906865868,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_0,10000.0,0.0021712993586238943,0.0003148594875577351,1.6632841359252646e-14,0.012425679433046817,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_30,10000.0,0.0020947915840105213,0.00030885159152243684,1.6003961362802092e-14,0.012442910154446702,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_60,10000.0,0.0022072057252486284,0.0003152259438201541,1.6833551381091692e-14,0.012459159510050952,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_90,10000.0,0.0021006737617301225,0.0003111896713844927,1.639958483280923e-14,0.012390120575851447,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,uniform_half,10000.0,2.8850392012860375e-05,0.0002773513071708268,1.9085425838764405e-14,0.008170995836156845,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,uniform_full,10000.0,7.814610251138665e-05,0.00019437604444174104,9.509366185819529e-15,0.011790654629275607,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_0,10000.0,0.009594804978210246,0.0004018467192020134,1.5883319984280198e-14,0.012105689041374924,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_30,10000.0,0.008857061776437183,0.0002627264129776424,1.4357684541648333e-14,0.012030162114916504,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_60,10000.0,0.009646707035319182,0.0004116680715554307,1.597645093577231e-14,0.012212921799859435,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_90,10000.0,0.008852443201975854,0.00025857757701290606,1.3896766286115685e-14,0.012082283780902535,False
6P-FAIR_B,medium,elmer,nominal,uniform_half,10000.0,1.3238297281554497e-05,0.00020123858404149172,1.656000589864494e-14,0.007657042865402446,False
6P-FAIR_B,medium,elmer,nominal,uniform_full,10000.0,3.208471421462161e-05,0.00034199341711277186,1.299748904581973e-14,0.012088944750881405,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_0,10000.0,0.004344676527871957,0.0002964810058036948,1.5423374355568603e-14,0.01205881083839749,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_30,10000.0,0.004138926721851398,0.0002718446881510784,1.4487755624514058e-14,0.012100113281975139,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_60,10000.0,0.004363600637102011,0.0002971903528064325,1.5261587377923097e-14,0.012144322729293696,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_90,10000.0,0.0041286373768867814,0.0002726745794682934,1.4299718525067267e-14,0.012095324267872286,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,uniform_half,10000.0,1.7487448311335074e-05,0.00015893592595866426,1.4618244069360367e-14,0.006965670352368591,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,uniform_full,10000.0,3.2634805313655435e-05,0.0004180123230854148,1.8048835887757214e-14,0.012151578345704076,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_0,10000.0,0.002117231874759578,0.00029370347265767816,1.694496133450587e-14,0.012119722582324398,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_30,10000.0,0.00203830187475763,0.0002883653259777701,1.5939056467446616e-14,0.01213543623703232,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_60,10000.0,0.002149173351511113,0.0002948795404870672,1.653428073520091e-14,0.01215032590205046,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_90,10000.0,0.0020455043350661142,0.0002900396826864835,1.5623266271777008e-14,0.012101970165305613,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,uniform_half,10000.0,2.3420340626801873e-05,0.00026041375210842136,1.8320533637898193e-14,0.007931026854573486,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,uniform_full,10000.0,7.616253574837765e-05,0.00019931946646193447,9.63405670270473e-15,0.011736652551024006,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_0,10000.0,0.009577042411196938,0.0003987924811878448,1.6502683626757517e-14,0.012048117656750706,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_30,10000.0,0.008842825953240967,0.0002572256504534391,1.4280727843496025e-14,0.0119732905557601,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_60,10000.0,0.009629346498115723,0.0004078364617812031,1.6485367866663223e-14,0.012154935546088924,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_90,10000.0,0.008837665721167783,0.0002535083496538023,1.4206852657334253e-14,0.012030020261676495,False
6P-FAIR_B,medium,fvm,nominal,uniform_half,1000000.0,2.3437438249840734e-05,0.00025940240715965576,2.0515531031560498e-14,0.005237189852410706,False
6P-FAIR_B,medium,fvm,nominal,uniform_full,1000000.0,2.640285726726981e-05,0.00039764315537619643,1.5886588358297062e-14,0.009470794693761655,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_0,1000000.0,0.004078039043574547,0.000360631925551108,1.829234175721259e-14,0.009583103262649752,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_30,1000000.0,0.004140282411904065,0.0003284644217312337,1.7837320092210197e-14,0.009516974302952242,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_60,1000000.0,0.004105343385823132,0.00036005734675555314,1.8371847649848667e-14,0.009519827753476994,False
6P-FAIR_B,medium,fvm,nominal,hemisphere_90,1000000.0,0.004151481307475784,0.0003293584810253558,1.684438664319839e-14,0.009511751406053974,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,uniform_half,1000000.0,1.9005643509888305e-05,0.00021560619116637098,1.933933793337476e-14,0.004916473999663931,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,uniform_full,1000000.0,3.591232800023043e-05,0.0004993316938151647,2.260855821477792e-14,0.009605998296022898,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_0,1000000.0,0.0020883284692868645,0.0003647479674899687,2.1009894518204414e-14,0.008087464754569179,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_30,1000000.0,0.0021416596796747264,0.0003563368759514757,2.009920893311197e-14,0.00800115963810443,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_60,1000000.0,0.002125100342869829,0.00036414921982968443,2.054417897114813e-14,0.007989687986167967,False
6P-FAIR_B,medium,fvm,low_expansion_high_yield,hemisphere_90,1000000.0,0.0021498608673302774,0.0003590607013733641,2.031378453736966e-14,0.00793154127424412,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,uniform_half,1000000.0,3.0407034388464605e-05,0.00031677349872546475,2.3055933052486635e-14,0.0062469753771641915,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,uniform_full,1000000.0,7.326636874216298e-05,0.00022737960720133846,1.1645692275972796e-14,0.01014464261206718,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_0,1000000.0,0.009161129445545162,0.00046743016164250934,1.7607335552315245e-14,0.010353377541288263,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_30,1000000.0,0.0090057321546231,0.0002803830334190074,1.6018836158597038e-14,0.010660947814716264,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_60,1000000.0,0.009215626191666626,0.000477949725688229,1.7311169042726643e-14,0.010722583800877568,False
6P-FAIR_B,medium,fvm,high_expansion_low_yield,hemisphere_90,1000000.0,0.008988885179563795,0.0002760212623716488,1.6199642720521498e-14,0.010269682726668575,False
6P-FAIR_B,medium,elmer,nominal,uniform_half,1000000.0,1.6987085298799015e-05,0.00023009151532279998,2.036866400950884e-14,0.004770424571006581,False
6P-FAIR_B,medium,elmer,nominal,uniform_full,1000000.0,2.4342667307109003e-05,0.00039910586946537147,1.666368355139264e-14,0.00937571621067743,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_0,1000000.0,0.004061631304781955,0.00034725856050393117,1.8286523015334492e-14,0.009471875271716865,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_30,1000000.0,0.0041228286498942,0.0003147602348065608,1.720050184640092e-14,0.009398008945157047,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_60,1000000.0,0.004087617686110937,0.0003465971674640607,1.7992344567659876e-14,0.009398780886203115,False
6P-FAIR_B,medium,elmer,nominal,hemisphere_90,1000000.0,0.004129254088568463,0.000315677570163518,1.6868852611547844e-14,0.009403353660610434,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,uniform_half,1000000.0,1.6875332464974544e-05,0.000183972450469109,1.861222103824029e-14,0.00439996631469683,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,uniform_full,1000000.0,3.3294729553023e-05,0.00048220949398103635,2.2105650481890032e-14,0.009298200470368617,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_0,1000000.0,0.002042617501318346,0.0003407999680976629,2.07434670182778e-14,0.007565517751125597,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_30,1000000.0,0.0020886528819312514,0.00033322164788908887,2.0363768084596425e-14,0.007480376026156505,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_60,1000000.0,0.002074497816476961,0.0003411447552463591,2.0509387921660223e-14,0.007499884041340305,False
6P-FAIR_B,medium,elmer,low_expansion_high_yield,hemisphere_90,1000000.0,0.00209689217598749,0.00033528494864795504,2.030567529453166e-14,0.007464965435324783,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,uniform_half,1000000.0,2.422683133521158e-05,0.0002975745909829834,2.354128245507861e-14,0.005879581135175211,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,uniform_full,1000000.0,7.044054231969803e-05,0.00023285950675393892,1.1795748222575197e-14,0.010058105567812302,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_0,1000000.0,0.009129205044263615,0.0004638307502139129,1.756885689596819e-14,0.010266588494027104,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_30,1000000.0,0.008977607492548176,0.00027371865952666093,1.6101922688217236e-14,0.010572248738318545,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_60,1000000.0,0.009183936256128405,0.0004735815752462619,1.7493408622314532e-14,0.010632288934663607,False
6P-FAIR_B,medium,elmer,high_expansion_low_yield,hemisphere_90,1000000.0,0.00896018622184163,0.0002698826276671416,1.5938475137613768e-14,0.010158851719134734,False
8P-FAIR_B,coarse,fvm,nominal,uniform_half,10000.0,3.378377836416036e-05,0.0002302170396620281,1.0116950521989908e-14,0.008246312285729734,False
8P-FAIR_B,coarse,fvm,nominal,uniform_full,10000.0,8.443009101730272e-05,0.0003513166023722647,7.128946537890557e-15,0.012217574753186697,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_0,10000.0,0.00442750720743568,0.00029658962143828575,8.217732058051648e-15,0.012146027820049055,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_30,10000.0,0.004485840413969486,0.0003190102284540341,8.523595961557782e-15,0.012196396917217772,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_60,10000.0,0.0044419168768039235,0.00032180212453597907,8.892101057075787e-15,0.01225851462161507,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_90,10000.0,0.004330457121544288,0.0002977106128214369,8.024782101228244e-15,0.012276933251274224,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,uniform_half,10000.0,2.1496911660951018e-05,0.00018341775781555438,8.518959029759286e-15,0.007298038589959542,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,uniform_full,10000.0,6.805336831181916e-05,0.0004521482739570778,9.105387469687214e-15,0.012608999123749527,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_0,10000.0,0.002220116667720588,0.0003196931541900525,8.929969156627181e-15,0.012609198549980037,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_30,10000.0,0.0022314152635649464,0.00032622937916692473,8.9715686905592e-15,0.012624325714547188,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_60,10000.0,0.002211256155520201,0.00032605277147322717,9.076510915712026e-15,0.012650285848051421,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_90,10000.0,0.002182217874963047,0.0003214549930573232,8.987333030529061e-15,0.012546162035809764,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,uniform_half,10000.0,3.996655487890033e-05,0.0002909249285573018,1.0336745817566133e-14,0.00836359293197854,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,uniform_full,10000.0,5.453514514949695e-05,0.0001750879171307446,6.118431612314451e-15,0.011479675513674181,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_0,10000.0,0.00919502780436132,0.000314320946115341,8.607166277989829e-15,0.011999990634154942,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_30,10000.0,0.009577104618476362,0.00040856250216103076,9.564292527200046e-15,0.012033880517545234,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_60,10000.0,0.009561413720037097,0.0004108498543528879,9.657458493930334e-15,0.011881476535133533,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_90,10000.0,0.009121677985492717,0.00031534208533283556,8.746066314260165e-15,0.011870197715855214,False
8P-FAIR_B,coarse,elmer,nominal,uniform_half,10000.0,2.634239994925435e-05,0.00019925433023161668,9.362194304626784e-15,0.007431213174291721,False
8P-FAIR_B,coarse,elmer,nominal,uniform_full,10000.0,8.327703575619654e-05,0.00035307819439877566,6.678901943962694e-15,0.012112383806015778,False
8P-FAIR_B,coarse,elmer,nominal,hemisphere_0,10000.0,0.004388038407216303,0.00028201460209363675,8.143081252584284e-15,0.01206769865338374,False
8P-FAIR_B,coarse,elmer,nominal,hemisphere_30,10000.0,0.00444515939411129,0.00030561312167307953,8.590958576579814e-15,0.012116274720327424,False
8P-FAIR_B,coarse,elmer,nominal,hemisphere_60,10000.0,0.004404731615756321,0.00030804278848105434,8.659830935788696e-15,0.012176540758389356,False
8P-FAIR_B,coarse,elmer,nominal,hemisphere_90,10000.0,0.004296882824138223,0.0002833397762293789,7.942611817267517e-15,0.012171669001497463,False
8P-FAIR_B,coarse,elmer,low_expansion_high_yield,uniform_half,10000.0,1.7384552753286222e-05,0.00015215761273452402,8.405440904568978e-15,0.006213456968670631,False
8P-FAIR_B,coarse,elmer,low_expansion_high_yield,uniform_full,10000.0,6.577480115753724e-05,0.0004371777692972937,9.444884310509277e-15,0.012363010939589249,False
8P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_0,10000.0,0.0021381025577577755,0.0002962331488769232,8.878633565071802e-15,0.012365697540620947,False
8P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_30,10000.0,0.0021526846698602282,0.00030344279184086584,8.998831049140727e-15,0.012378503639032961,False
8P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_60,10000.0,0.0021386479161163664,0.0003028211120296774,9.352529510495299e-15,0.012403507611476012,False
8P-FAIR_B,coarse,elmer,low_expansion_high_yield,hemisphere_90,10000.0,0.002111197559790638,0.0002986317092499784,9.20960628426745e-15,0.012302231000091207,False
8P-FAIR_B,coarse,elmer,high_expansion_low_yield,uniform_half,10000.0,3.945044491050866e-05,0.0002680499349547615,1.1043350255841552e-14,0.008043472066053605,False
8P-FAIR_B,coarse,elmer,high_expansion_low_yield,uniform_full,10000.0,5.454752804755464e-05,0.00018157033743858238,6.164791136862452e-15,0.011431874080235363,False
8P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_0,10000.0,0.009202869872952345,0.0003080317428596816,8.839507092334311e-15,0.011955754989289871,False
8P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_30,10000.0,0.00958341850721586,0.00040428378725749126,9.628977127776645e-15,0.011981061908724748,False
8P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_60,10000.0,0.009567503905806648,0.000406764406712396,9.757902211434943e-15,0.011826631434666831,False
8P-FAIR_B,coarse,elmer,high_expansion_low_yield,hemisphere_90,10000.0,0.009128207030991512,0.0003096269229604717,8.657204930042428e-15,0.011806211649282394,False
8P-FAIR_B,coarse,fvm,nominal,uniform_half,1000000.0,3.0083221578704352e-05,0.0002740505430290116,1.2071978428094834e-14,0.0054680305986374135,False
8P-FAIR_B,coarse,fvm,nominal,uniform_full,1000000.0,8.413640187540087e-05,0.0004187190279873965,8.597645339885538e-15,0.008959464475770887,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_0,1000000.0,0.004258472817761251,0.00034823921496638104,9.205447767143696e-15,0.00905536965482924,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_30,1000000.0,0.004130945683449554,0.0003785505398089305,9.537234828148331e-15,0.009121755488573944,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_60,1000000.0,0.004078313223538209,0.00038400981002781077,9.52070312685025e-15,0.009094439400073871,False
8P-FAIR_B,coarse,fvm,nominal,hemisphere_90,1000000.0,0.004159252157609904,0.00035002409404060006,9.235842931316015e-15,0.009027605558320785,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,uniform_half,1000000.0,1.7383741279213518e-05,0.00022334085755686332,1.1325094728713214e-14,0.0048271013656088204,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,uniform_full,1000000.0,5.930267748511611e-05,0.0005329748224768407,1.1359506627368045e-14,0.009338813616040553,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_0,1000000.0,0.0021958223812710473,0.00038023782518893,1.0802055916148283e-14,0.007927934314575764,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_30,1000000.0,0.0021237881613837004,0.0003877406275024025,1.076724521792735e-14,0.007933329284635332,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_60,1000000.0,0.0020972964196895047,0.0003879247126019195,1.158736556574544e-14,0.007919629047666436,False
8P-FAIR_B,coarse,fvm,low_expansion_high_yield,hemisphere_90,1000000.0,0.002152285531469299,0.0003800742730116707,1.0791069054438031e-14,0.007902154152213752,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,uniform_half,1000000.0,4.245077147599087e-05,0.00034129729753187024,1.3495880704254143e-14,0.006104067537860094,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,uniform_full,1000000.0,6.063740412494955e-05,0.0002137100085020367,6.984570790905439e-15,0.010234789242002058,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_0,1000000.0,0.009223131116282188,0.0003373525580092246,9.052804450757665e-15,0.010650840914195126,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_30,1000000.0,0.009227634743943112,0.0004865291598534139,1.0024117336024829e-14,0.01061377478625249,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_60,1000000.0,0.009212179417896019,0.0004918658737575383,9.76438993699767e-15,0.010560789551679073,False
8P-FAIR_B,coarse,fvm,high_expansion_low_yield,hemisphere_90,1000000.0,0.009142389914476584,0.0003401517185509797,9.028308000895618e-15,0.010631815723719112,False
8P-FAIR_B,coarse,elmer,nominal,uniform_half,1000000.0,2.2599022486572214e-05,0.00023923433852373208,1.2731069214782023e-14,0.004970500221706885,False
8P-FAIR_B,coarse,elmer,nominal,uniform_full,1000000.0,8.281055731445716e-05,0.00042037685926051883,8.716111310184997e-15,0.008839036080343593,False
8P-FAIR_B,coarse,elmer,nominal,hemisphere_0,1000000.0,0.0042434178288231076,0.0003321849052379935,9.05362759685384e-15,0.008931108800777939,False
