step,time_s,birth_mass_kg,effective_birth_mass_kg,birth_enthalpy_j,FE_enthalpy_change_j,expected_change_j,step_defect_j,cumulative_defect_j
1,0.1,2.05e-07,2.04999918e-07,0.00253072398771,0.00901500892059026,0.00253072398771,-0.00648428493288026,-0.00648428493288026
