time_s,source_j,loss_j,birth_j,energy_change_j,residual_j,deposit_volume_mm3,min_c,max_c
  1.000000000000000E-01,  0.000000000000000E+00,  0.000000000000000E+00,  2.530723987710000E-03,  9.015008920590262E-03, -6.484284932880262E-03,  2.500000000000000E-02, -1.060725195070622E+03,  1.500000000000000E+03
