time_s,source_j,loss_j,birth_j,energy_change_j,residual_j,deposit_volume_mm3,min_c,max_c
0.1,49.5,4.82214277789449,0,44.6778572202093,1.89625382063241e-09,90.4778684233861,149.875832636428,440.971011803462
0.2,99,9.68412990001182,0,89.3158700967106,3.27760574236891e-09,90.4778684233861,149.806091050381,596.814935244921
0.3,148.5,14.5856018591986,0,133.914398136229,4.57288251709542e-09,90.4778684233861,149.755343173392,711.631130655999
0.4,198,19.5251438592462,0,178.474856134984,5.76949332753429e-09,90.4778684233861,149.712545039669,807.565322870856
0.5,247.5,24.5015449946666,0,222.998454998524,6.80961420584936e-09,90.4778684233861,149.671790819304,892.555310525356
0.6,297,29.5140061353921,0,267.485993856986,7.62179297453258e-09,90.4778684233861,149.634836464907,970.161360307766
0.7,346.5,34.5620999777598,0,311.9379000138,8.44062242322252e-09,90.4778684233861,149.60070565907,1042.23346502262
0.8,396,39.6456915097744,0,356.354308481008,9.21761511563091e-09,90.4778684233861,149.568761604419,1109.84042261463
0.9,445.5,44.7648640830432,0,400.735135907002,9.95515847534989e-09,90.4778684233861,149.538563021545,1173.65168177243
1,495,49.9198577770641,0,445.08014221226,1.0675478279154e-08,90.4778684233861,149.509789756501,1234.11567784605
1.1,544.5,55.1110189249548,0,489.388981063712,1.13331566353736e-08,90.4778684233861,149.482201147869,1291.55169416013
1.2,594,60.3387587851588,0,533.661241202855,1.19858896141523e-08,90.4778684233861,149.455611213556,1346.20069762766
1.3,643.5,65.6035197537749,0,577.896480233678,1.25473889056593e-08,90.4778684233861,149.429873071797,1398.25492718472
1.4,693,70.9057479755663,0,622.094252011389,1.30442003865028e-08,90.4778684233861,149.404868712396,1443.35740477101
1.5,742.5,76.2444955156255,0,666.255504470857,1.35175923787756e-08,90.4778684233861,149.380502012063,1462.19858113947
1.6,792,81.6123954819562,0,710.387604504023,1.40204292620183e-08,90.4778684233861,149.356693797576,1471.49357936223
1.7,841.5,87.0067414400985,0,754.493258545386,1.45153080666205e-08,90.4778684233861,149.333378250181,1475.84918988951
1.8,891,92.4263614920367,0,798.573638492911,1.50519099406665e-08,90.4778684233861,149.310500218997,1477.01407664264
