time_s,H_q235_j,H_qt_j,H_weld_j,weld_to_qt_j,weld_to_q235_j,source_total_j,loss_q235_j,loss_qt_j,loss_weld_j
19.6,13404.4546507415,31638.77930225,139.127803101266,262.068120999364,316.524498783499,792,53.9912201565096,61.8212625548006,12.4099189794659
19.7,13426.2782120771,31658.1228317986,139.338145496104,278.622000096203,336.133009921768,841.5,57.4415950554091,65.715682584321,13.1876907709088
19.8,13448.0714892312,31677.4821385707,139.547197401647,295.195338148031,355.720136045796,891,60.9008691216056,69.6137843455221,13.9686791109031
19.9,13469.8339092237,31696.8566876491,139.754900870679,311.787653862228,375.28531393927,940.5,64.3690521188985,73.515621462283,14.7539864555984
20,13491.5649016901,31716.2459601078,139.96122541824,328.398481306893,394.827983893001,990,67.8461547023904,77.4212469295857,15.5446689310442
20.1,13513.2639092787,31735.6494597757,140.16616263469,345.027375494999,414.347599695761,1039.5,71.3321880129927,81.3307119310681,16.3417261451337
20.2,13534.9317224464,31755.0679912889,140.371792595534,361.675089009722,433.844920935965,1089,74.8271211818291,85.2439644140599,17.1415658507606
20.3,13556.5701988573,31774.5033134042,140.579905633081,378.34323875652,453.321743517424,1138.5,78.3308924486184,89.1608625267659,17.9389849063561
20.4,13578.1804947837,31793.9563966733,140.789613043349,395.03269453983,472.779182525489,1188,81.8434606265864,93.0813055221679,18.732887126116
20.5,13599.7631241263,31813.4275546859,140.999999262424,411.743718210377,492.21772546738,1237.5,85.3647993219414,97.0052416613998,19.5234387160058
20.6,13621.3181752638,31832.9167045748,141.210395223188,428.476213345862,511.637445052445,1287,88.8948928658787,100.932657389137,20.311332456096
20.7,13642.845469962,31852.4235386474,141.4203361963,445.229885080553,531.038155130666,1336.5,92.4337333421034,104.86356553251,21.0975140914788
20.8,13664.3446632069,31871.947623364,141.629499146119,462.00433019507,550.419508428489,1386,95.9813184912618,108.797996411625,21.8830571507282
20.9,13685.8153055232,31891.4884564849,141.837657957091,478.799088049984,569.781057385322,1435.5,99.5376502281224,112.735991626921,22.66909594942
21,13707.2568834188,31911.0455015637,142.044654754124,495.61367073932,589.122293515583,1485,103.10273355893,116.677599718781,23.4567847542026
21.1,13728.6688470405,31930.6182100014,142.250381660787,512.447582044554,608.4426742408,1534.5,106.676575758733,120.622873067462,24.2472702385024
21.2,13750.0506300513,31950.2060359407,142.454768845219,529.300330055249,627.741642119434,1584,110.259185722918,124.571865620257,25.0416715861587
21.3,13771.401664493,31969.8084467561,142.65777630285,546.171435955463,647.018639183168,1633.5,113.850573441229,128.524631186358,25.8410655859974
21.4,13792.7213921812,31989.4249306286,142.859387881014,563.060440295726,666.273117896431,1683,117.45074956258,132.481222135548,26.6464753757298
21.5,13814.0097150295,32009.0554253953,143.060294978971,579.967297189803,685.504976919627,1732.5,121.059710833827,136.441654744013,27.4573567819108
21.6,13835.2687066045,32028.7019330178,143.26391417885,596.893857264541,704.716219210784,1782,124.677386646251,140.405777677442,28.2664396375491
21.7,13856.4997840432,32048.3656874227,143.469467210903,613.841235771399,723.908214077804,1831.5,128.303729170812,144.373472260653,29.0720176530317
21.8,13877.7036434904,32068.0471661001,143.675955536563,630.809843292794,743.081626258258,1881,131.938707000363,148.344671586031,29.8740140469363
21.9,13898.8804902231,32087.7463773031,143.882628821041,647.79966385798,762.236641606759,1930.5,135.582300712512,152.319351429467,30.6730092701872
22,13920.0302209256,32107.4630616986,144.088964181826,664.810443915607,781.37314605267,1980,139.234499552173,156.29751757274,31.4698938272805
22.1,13941.1525394429,32127.1968096037,144.294598665148,681.84179962316,800.490838999668,2029.5,142.895299078084,160.279195856499,32.2657151108253
22.2,13962.2470285338,32146.9471281268,144.499278182234,698.893276995753,819.589303423455,2079,146.564699507255,164.26442518708,33.0615982187789
22.3,13983.313195811,32166.7134811161,144.702824478703,715.964386989398,838.668050616496,2128.5,150.242704519453,168.253252672743,33.8586991570461
22.4,14004.350504688,32186.4953142965,144.905114216303,733.054627191129,857.726550236945,2178,153.929320359162,172.245730175387,34.6581740186903
22.5,14025.3583963338,32206.2920720119,145.106065417126,750.163496050542,876.764251561865,2227.5,157.624555134476,176.24191180083,35.4611570549588
22.6,14046.3363059314,32226.1032089031,145.305628285174,767.290502686964,895.780599181189,2277,161.328418252421,180.241852027138,36.2687443525919
22.7,14067.2836750787,32245.9281983046,145.503778643751,784.435173861803,914.775044933492,2326.5,165.040919953883,184.245604282033,37.0819814883037
22.8,14088.1999613854,32265.7665383379,145.700512966898,801.597058980091,933.747057114858,2376,168.762070925008,188.253219848269,37.9018542869245
22.9,14109.086887726,32285.6199052814,145.899340784839,818.777712969237,952.698297654432,2425.5,172.491810220255,192.264577374928,38.7216363616861
23,14129.9461206864,32305.4897988551,146.100393358046,835.978502375181,971.630377484083,2475,176.230082185791,196.279543688417,39.5382189743068
23.1,14150.7785814677,32325.3769138871,146.302674360266,853.200038291423,990.544180713392,2524.5,179.976849730183,200.298035053863,40.3511032479605
23.2,14171.5846250889,32345.2813862212,146.505346433095,870.442419420814,1009.44003874611,2574,183.732089237832,204.320014330491,41.1606964344509
23.3,14192.364243445,32365.2030255352,146.707815421222,887.705452442359,1028.31792961926,2623.5,187.495786851215,208.345478519367,41.9678079730545
23.4,14213.1172014977,32385.1414575231,146.909668900461,904.988783202559,1047.1776115286,2673,191.267935804104,212.374447772694,42.7734462457014
23.5,14233.8431219049,32405.0962053134,147.110618739012,922.291970202153,1066.01870558398,2722.5,195.048534548583,216.406957463347,43.5787197736004
23.6,14254.5415384508,32425.0667371264,147.310462493251,939.614526739182,1084.84074790228,2772,198.83758541738,220.443052668663,44.3847815854649
23.7,14275.2119313729,32445.0524956473,147.509058900076,956.955946400013,1103.6432239436,2821.5,202.635093632871,224.4827842899,45.192793897929
23.8,14295.8537519839,32465.0529172039,147.706312162313,974.31571943918,1122.42559236851,2871,206.441066543081,228.526206253671,46.0039035930489
23.9,14316.4664406528,32485.0674449441,147.902161485639,991.693343885974,1141.18730241026,2920.5,210.255513012247,232.573373441613,46.8192242026073
24,14337.0494403981,32505.0955382219,148.096573742569,1009.08833336718,1159.92780696913,2970,214.07844292221,236.624340126226,47.6398223270508
24.1,14357.602207368,32525.1366794018,148.289538026416,1026.5002227112,1178.64657267796,3019.5,217.909866757465,240.679158771685,48.4667074117871
24.2,14378.1255608505,32545.1916643473,148.483152246774,1043.92975539879,1197.34438617182,3069,221.749751865294,244.737776994921,49.2962514314168
24.3,14398.6213980197,32565.262251694,148.679220173714,1061.3785464383,1216.02308015567,3118.5,225.598033776212,248.800051169058,50.1232029025407
24.4,14419.0909055739,32585.3494038303,148.876840573216,1078.8474562579,1234.6837979069,3168,229.454669069562,252.865879333631,50.9464593536436
24.5,14439.5346210521,32605.4534200405,149.075086448847,1096.33673187906,1253.32704870276,3217.5,233.319629483537,256.935209225821,51.7661914824391
24.6,14459.9526524057,32625.574199652,149.273280104479,1113.8462590891,1271.95292324947,3267,237.192897772987,261.008027305546,52.5831004914922
24.7,14480.3448386124,32645.7114152808,149.470950200606,1131.3757237237,1290.56125126975,3316.5,241.074464682856,265.084346792709,53.3981421619293
