time_s,H_q235_j,H_qt_j,H_weld_j,source_q235_j,source_qt_j,source_weld_j,loss_q235_j,loss_qt_j,loss_weld_j,birth_q235_j,birth_qt_j,birth_weld_j,weld_to_qt_j,weld_to_q235_j,mix_q235_j,mix_qt_j,mix_weld_j
18,12798.236117689,30255.595299935,99.7300417204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1,12820.9285080474,30274.2816010564,100.038549287047,9.62505640688843,10.3234059860677,29.5515376070438,3.26904730197657,3.87332248334567,0.6415502629899,0,0,0,12.2666427950647,16.3292484684087,-0.00713276949184071,0.0304251825805384,0.00557898640096826
18.2,12843.5523193754,30292.9887389329,100.380211591121,9.62505640677577,10.3234059859642,29.5515376072601,3.27708502660742,3.87683085313343,0.642507781792761,0,0,0,12.2928531224694,16.268821880467,-0.00701807674438688,0.0322903731598797,0.0056827227693305
18.3,12866.1079145919,30311.7263926028,100.746686950094,9.62505640668758,10.3234059858831,29.5515376074293,3.28497810658148,3.88030209878824,0.644490699291037,0,0,0,12.3244655080974,16.2088402930066,-0.00667664326070741,0.0299157396063531,0.0072571612284686
18.4,12888.5942469829,30330.5233101157,101.12616871217,9.62505640661865,10.3234059858198,29.5515376075616,3.29273484857762,3.88372497859699,0.647431682535371,0,0,0,12.3677129274264,16.1476873158883,-0.00632349016766577,0.0104764346803037,0.00921338220980866
18.5,12911.0045487936,30349.3696162528,101.522714012114,9.62505640656484,10.3234059857703,29.5515376076648,3.30035198024247,3.88706796750812,0.65128138148331,0,0,0,12.412988987752,16.0795305074889,-0.00606688377264498,0.00302087278404802,0.0111818183866114
18.6,12933.3328471766,30368.281146061,101.940082218239,9.6250564065229,10.3234059857318,29.5515376077453,3.30782039349872,3.89032844867785,0.655870355225272,0,0,0,12.4620122549002,16.0056463532914,-0.00541596838391099,-0.0164400700247669,0.0106294532640187
18.7,12955.6599657724,30387.1933552534,102.362083955251,9.62505640649024,10.3234059857017,29.551537607808,3.31559749182166,3.8938951354755,0.639370043654262,0,0,0,12.460335636638,16.013849993057,-0.00380975758500158,-0.0223625798045413,0.015974116310377
18.8,12978.0886796132,30406.0623524069,102.726791825278,9.62505640646486,10.3234059856784,29.5515376078567,3.32429266812605,3.89788809206458,0.642742697380968,0,0,0,12.4175645495988,16.1248246562516,-0.00312545649024695,-0.0259147154405693,0.00168948503872758
18.9,13000.5609938389,30424.9036490236,103.049631526417,9.62505640644514,10.3234059856603,29.5515376078945,3.33303726636397,3.90110239733066,0.648420165713253,0,0,0,12.4086950268543,16.1759455870872,-0.00434945588311382,-0.0102979723278312,-0.00437154813907402
19,13023.0396148661,30443.7510874376,103.330886148709,9.62505640642988,10.3234059856463,29.5515376079239,3.34171115612935,3.90441529329993,0.650683127279145,0,0,0,12.4313997808389,16.190061435411,-0.00521438300475523,0.00295206397946423,-0.00187021781068651
19.1,13045.5010175617,30462.6140192637,103.586832650878,9.62505640641805,10.3234059856354,29.5515376079466,3.35025400586954,3.90787833368032,0.651833479000411,0,0,0,12.4602880896809,16.1805987008456,-0.0060015782794382,0.0128839256595057,0.00286189628215112
19.2,13067.9323296922,30481.4961292842,103.831402215018,9.62505640640889,10.323405985627,29.5515376079641,3.35865017182821,3.91141991051077,0.652463645934203,0,0,0,12.4900646584431,16.1580661208563,-0.00683979195891753,0.0199407086713585,0.00636448626882889
19.3,13090.3203642443,30500.3989094138,104.079280994228,9.62505640640182,10.3234059856205,29.5515376079777,3.36691057483198,3.9149862829449,0.653117079393972,0,0,0,12.5190339570392,16.1227412175883,-0.00714747590074923,0.0246735385116034,0.0087577414656115
19.4,13112.6508372817,30519.3118749229,104.359090019361,9.62505640639637,10.3234059856155,29.5515376079881,3.37503543764963,3.9185480303594,0.653976191608669,0,0,0,12.5371640939936,16.0733073897373,-0.00714466653789348,0.0290565455950961,0.00727169970319525
19.5,13134.9098843082,30538.2366233658,104.685609858716,9.62505640639217,10.3234059856116,29.5515376079962,3.38300129658256,3.92207371249174,0.654855406640784,0,0,0,12.5553766522839,16.0099009297633,-0.00709095713613163,0.0319604999754418,0.00487467582586359
19.6,13157.099633728,30557.1837152226,105.04247303341,9.62505640638895,10.3234059856087,29.5515376080024,3.39081007121018,3.92554481206499,0.656157845531185,0,0,0,12.5836560646008,15.9487069641641,-0.00679627444902471,0.0344255041869062,0.00614414125505556
19.7,13179.2225404921,30576.1738321419,105.416516475518,9.62505640638647,10.3234059856064,29.5515376080072,3.39847769372191,3.92898197191822,0.658732487521022,0,0,0,12.6201104810664,15.8899257193378,-0.00640229727927938,0.0244176731553665,0.00871641068655271
19.8,13201.2710191853,30595.2240071208,105.806106650573,9.62505640638457,10.3234059856046,29.5515376080108,3.40600806482685,3.93235374605067,0.662305297262574,0,0,0,12.6669222265249,15.8233066423204,-0.00612370008610051,0.00779941117941561,0.00940323877718518
19.9,13223.2414667361,30614.3361255262,106.208023073767,9.6250564063831,10.3234059856033,29.5515376080136,3.41339093738717,3.93562546274794,0.666527614605449,0,0,0,12.7181718383331,15.7531142633174,-0.00566781766186349,-0.00616536299670487,0.0118005222196355
20,13245.125536692,30633.4947983577,106.649542852477,9.62505640638199,10.3234059856023,29.5515376080157,3.42062480992383,3.9387931091204,0.671738333354744,0,0,0,12.7551869275342,15.6750443559791,-0.00459398756555063,-0.0188730198904416,0.00803831193286933
20.1,13267.1350042698,30652.6070846828,107.026434152315,9.62505640638114,10.3234059856015,29.5515376080174,3.42910148276967,3.94315791656939,0.649324465506043,0,0,0,12.6993854394417,15.8111454188427,-0.00236719072325943,-0.032652811691054,0.0147808568852316
20.2,13289.2121950687,30671.6770237767,107.357554173964,9.6250564063805,10.3234059856009,29.5515376080186,3.4377230674527,3.94638335179729,0.659014927859336,0,0,0,12.6767894956975,15.8858335206018,-0.00402392456841626,-0.0161269573396605,-0.0012284480876447
20.3,13311.3052574249,30690.7464538911,107.647451101895,9.62505640638001,10.3234059856004,29.5515376080196,3.44631755124416,3.94961721736344,0.662062570294631,0,0,0,12.6940385649827,15.9093368842571,-0.00498665587599949,-0.0016027767678076,-0.00380573063758782
20.4,13333.3878114922,30709.829363606,107.905907660835,9.62505640637963,10.3234059856001,29.5515376080203,3.4547832682846,3.95302963410298,0.663395907066758,0,0,0,12.722084518781,15.9064837701561,-0.00579714352010221,0.00955116472929714,0.00110838286074436
20.5,13355.4441729617,30728.930385044,108.14893659028,9.62505640637934,10.3234059855998,29.5515376080208,3.46309809273584,3.95654602746055,0.6640822242679,0,0,0,12.7518377023153,15.8877754706802,-0.00662770446202313,0.0176762174328876,0.0048046010652168
20.6,13377.4631061108,30748.0513343229,108.388151631012,9.62505640637912,10.3234059855996,29.5515376080213,3.47127302024036,3.96010283884531,0.664656620808017,0,0,0,12.7808585110263,15.8580848883847,-0.00706486338703916,0.0232123939553085,0.00871389318437145
20.7,13399.4298085713,30767.1887973808,108.646025764293,9.62505640637895,10.3234059855995,29.5515376080216,3.47931333709524,3.96366380423764,0.665418942825511,0,0,0,12.8049368100959,15.813835283947,-0.00712408426002614,0.0272159451368749,0.00946445099780986
20.8,13421.3321533904,30786.3348609366,108.945937845538,9.62505640637883,10.3234059855993,29.5515376080218,3.48719812480237,3.96720351366028,0.666318317809635,0,0,0,12.8208479160752,15.7574075996312,-0.00707887970873379,0.0309868572869175,0.00704420130768252
20.9,13443.1623009443,30805.4975167513,109.287652923529,9.62505640637874,10.3234059855993,29.551537608022,3.49492679949668,3.97068640374039,0.667445603484325,0,0,0,12.8437135219415,15.6931210628068,-0.00689688742812201,0.0337773020841456,0.0055333830868692
21,13464.9242305657,30824.6819656588,109.657934895069,9.62505640637867,10.3234059855992,29.5515376080221,3.50250432084041,3.97413305808311,0.669442694228651,0,0,0,12.8718331772963,15.6328778144923,-0.00649975334131644,0.03665718456653,0.0070935360905729
21.1,13486.6164426722,30843.9336376372,110.037631597136,9.62505640637862,10.3234059855992,29.5515376080222,3.50994050897833,3.9775425458108,0.672601501108362,0,0,0,12.9196349079918,15.5709479465999,-0.00614824977442714,0.0138262663204125,0.00864685258361513
21.2,13508.2314135741,30863.23524994,110.435238600562,9.62505640637858,10.3234059855991,29.5515376080223,3.51723570724138,3.98083166148709,0.67666797781328,0,0,0,12.9653628423323,15.5013203406014,-0.00582987733926244,0.00632480467514701,0.0105703148994416
21.3,13529.7625015167,30882.6072089872,110.855576644379,9.62505640637855,10.3234059855991,29.5515376080224,3.52437943568847,3.98403221719516,0.681445432715866,0,0,0,13.0143527485233,15.4255341097442,-0.00487682129864313,-0.0182324920367781,0.00985941761847221
21.4,13551.3522112063,30901.9567946816,111.255322322143,9.62505640637852,10.3234059855991,29.5515376080224,3.53229990306325,3.98795726089188,0.661769246166909,0,0,0,12.9825059877829,15.4941500470838,-0.00280315852661313,-0.0316309791255151,0.0133598857894514
21.5,13573.0276058072,30921.2566817566,111.603728162238,9.6250564063785,10.323405985599,29.5515376080224,3.54076079473068,3.99152426822082,0.668428193820771,0,0,0,12.9464752811984,15.5876819252462,-0.00341706787428868,-0.0215301337390512,0.000538511111360666
21.6,13594.7344133098,30940.5471465771,111.905537474594,9.6250564063785,10.323405985599,29.5515376080225,3.54922532537483,3.99472501477733,0.672446227881775,0,0,0,12.9555737112723,15.6263388611776,-0.00463753127647002,-0.00621011916657763,-0.00463835712993549
21.7,13616.4389871182,30959.8482249959,112.170471760961,9.62505640637849,10.323405985599,29.5515376080225,3.55759399122397,3.99809122210651,0.674167988317104,0,0,0,12.9817555580335,15.631605261188,-0.00550611690404062,0.0059919114262179,-0.000933481008626735
21.8,13638.1230786533,30979.1662385108,112.414132681542,9.62505640637848,10.323405985599,29.5515376080225,3.5658182222173,4.00158461788229,0.674986681123439,0,0,0,13.0113247838839,15.6184673510162,-0.00638602660069014,0.0151326298233023,0.0030896001432126
21.9,13659.7734450421,30998.5034065253,112.650283928078,9.62505640637848,10.323405985599,29.5515376080225,3.57390076869282,4.00513329563803,0.675527691751366,0,0,0,13.0404027491487,15.5922478235984,-0.00696291592189318,0.0215074392832099,0.00719992149545219
22,13681.3794525891,31017.860121772,112.891780793416,9.62505640637847,10.323405985599,29.5515376080225,3.58184795596215,4.00869516817991,0.67616396878649,0,0,0,13.0676831827492,15.5557508582163,-0.00704818420762067,0.0256787704107123,0.0104354706668845
22.1,13702.9269497064,31037.2280573146,113.166061646092,9.62505640637846,10.323405985599,29.5515376080225,3.58964778973481,4.01224771402031,0.677089380280698,0,0,0,13.0862572694131,15.5050049173108,-0.00708355668163775,0.0294800118381438,0.00889716506248299
22.2,13724.4036402009,31056.6046740517,113.489328020402,9.62505640637846,10.323405985599,29.5515376080225,3.59729059977061,4.01575272216146,0.678149324780682,0,0,0,13.1020636740034,15.4419100933228,-0.00701458214444232,0.0331001680675041,0.00613978495101269
22.3,13745.80993589,31076.0014602452,113.847136401212,9.62505640637846,10.323405985599,29.5515376080225,3.60477663050942,4.01921010445962,0.679645701691863,0,0,0,13.1285035343558,15.3793918902811,-0.0066241652254668,0.0359133408477002,0.00617952578111529
22.4,13767.1493801292,31095.434858582,114.223903843938,9.62505640637846,10.323405985599,29.5515376080225,3.61211605002202,4.02262648700862,0.682355352463164,0,0,0,13.1641768896664,15.3202492958964,-0.0062545523790717,0.0315579860339508,0.00797991294401502
22.5,13788.4118307765,31114.9433350149,114.612203224213,9.62505640637846,10.323405985599,29.5515376080225,3.61931744260921,4.02598646480111,0.686221883240697,0,0,0,13.2174612382032,15.2507691716737,-0.0059426629220309,0.00640442951939647,0.00877712198930628
22.6,13809.5946886673,31134.5066646822,115.019132437605,9.62505640637846,10.323405985599,29.5515376080225,3.62636669293289,4.029177655693,0.690515071007926,0,0,0,13.2640695907004,15.1789994994902,-0.0051686537006449,-0.00503172299535194,0.0110153890414528
22.7,13830.7691497409,31154.0946597895,115.436727571677,9.62505640637846,10.323405985599,29.5515376080225,3.63372849017542,4.03271538010674,0.673742963105957,0,0,0,13.2691517088001,15.179610310269,-0.00352286044921682,-0.0281527902384723,0.0114304636536208
22.8,13852.0458702462,31173.627783048,115.802862163206,9.62505640637846,10.323405985599,29.5515376080225,3.64200914615764,4.0366601440046,0.676490901691692,0,0,0,13.2184721635666,15.2908376669958,-0.00283555528367533,-0.0279051945295812,-0.000405080494501578
22.9,13873.3703300519,31193.139345096,116.113659586976,9.62505640637845,10.323405985599,29.5515376080225,3.65034348547261,4.03984517069052,0.681960651725384,0,0,0,13.216520494904,15.3454721704348,-0.00427462184347189,-0.011480690795284,-0.00321912408750904
23,13894.7015267125,31212.6559720845,116.386312601395,9.62505640637846,10.323405985599,29.5515376080226,3.65861285857081,4.04315363150609,0.684334143877579,0,0,0,13.2383239538766,15.3595313627008,-0.00522179189966628,0.00194932426522453,-0.00331238648637262
23.1,13916.0178011567,31232.1877141544,116.632235921811,9.62505640637847,10.323405985599,29.5515376080225,3.66674523238798,4.04661325967554,0.685289647029303,0,0,0,13.2671783166662,15.3518257416247,-0.00613756374277214,0.012228963577018,0.00131268768903319
23.2,13937.3047755695,31251.7379825123,116.86606860618,9.62505640637846,10.323405985599,29.5515376080225,3.6747331312765,4.05014946832852,0.685838684095844,0,0,0,13.2964981955498,15.3298010612942,-0.00685006399820856,0.019486369002672,0.00555929192237892
23.3,13958.5515554522,31271.3070214403,117.100507374003,9.62505640637845,10.323405985599,29.5515376080225,3.6825843076412,4.05370914494638,0.686382800537355,0,0,0,13.3237041104211,15.2973021770291,-0.00700559615413778,0.0243620381416136,0.00970196549386018
23.4,13979.7465935727,31290.8931503349,117.352835553438,9.62505640637846,10.323405985599,29.5515376080225,3.69029181240275,4.05726661453719,0.687154811780772,0,0,0,13.3478156330269,15.2532200214658,-0.00705347525815453,0.0278261244915923,0.0110123262034663
23.5,14000.8769580584,31310.4850609999,117.651159585925,9.62505640637846,10.323405985599,29.5515376080225,3.69784436179496,4.06079426784796,0.688254962147523,0,0,0,13.3612356791597,15.1960956152081,-0.00705675722021288,0.0319367615827824,0.00762120504250199
23.6,14021.9345606733,31330.0916933777,117.993866456265,9.62505640637846,10.323405985599,29.5515376080225,3.70524153480865,4.0642680927707,0.68954296570127,0,0,0,13.3826459919844,15.131007205705,-0.00678058530489619,0.0351514794115967,0.00562670534124895
23.7,14042.924127626,31349.7218351961,118.363416512425,9.62505640637846,10.323405985599,29.5515376080225,3.71248418985405,4.06769663317915,0.691691129138742,0,0,0,13.4128011352484,15.0705925057197,-0.00640221988892931,0.0383686771526307,0.00689280856148725
23.8,14063.841334914,31369.4195839335,118.744609767249,9.62505640637846,10.323405985599,29.5515376080225,3.71958545576552,4.07109889729868,0.695178370642029,0,0,0,13.4613170868365,15.0056935420933,-0.0060427474413424,0.0158755322788321,0.00814831025754767
23.9,14084.6797948916,31389.1723866683,119.14505172164,9.62505640637845,10.323405985599,29.5515376080225,3.72653874748064,4.07431919597445,0.699254875746593,0,0,0,13.5070645227564,14.934489091539,-0.00545319734359045,0.00334857166129875,0.0102782199675978
24,14105.4343653136,31408.9899288074,119.570671094821,9.62505640637845,10.323405985599,29.5515376080225,3.73333839659488,4.07745674576031,0.704280532037078,0,0,0,13.5538474506504,14.8584839060703,-0.00436852981960816,-0.017744814767597,0.0093010471176372
24.1,14126.3070362147,31428.7603308947,119.94929282604,9.62505640637845,10.323405985599,29.5515376080225,3.74140202198348,4.08181863019383,0.681540412426275,0,0,0,13.493443027573,14.986901781993,-0.00211475719003683,-0.0353717156442615,0.0110246123241448
24.2,14147.2516792777,31448.4901771369,120.272231618995,9.62505640637846,10.323405985599,29.5515376080225,3.74959520660866,4.08501436169797,0.69066395143804,0,0,0,13.4740295061306,15.0652719570099,-0.00390988444354297,-0.0174250975576725,-0.00137353874687038
24.3,14168.2138882956,31468.2187265369,120.554482766223,9.62505640637846,10.323405985599,29.5515376080225,3.75777076035494,4.08824336818584,0.693813296347669,0,0,0,13.4908206329425,15.0899184770511,-0.00500485717722133,-0.00256612014741301,-0.00527290714390891
24.4,14189.166962414,31487.9601924706,120.804689043675,9.62505640637846,10.323405985599,29.5515376080225,3.76581522597314,4.09165649867661,0.695007071307754,0,0,0,13.5186806780041,15.0879284555708,-0.00590451776314048,0.00896422218331291,-0.000292341281926533
24.5,14210.0962063713,31507.7194856632,121.037317111819,9.62505640637845,10.323405985599,29.5515376080225,3.77370991602826,4.09517415952664,0.695618828155641,0,0,0,13.5482819296518,15.0711490372521,-0.00674841601855432,0.0172205761507016,0.00385254641742544
24.6,14230.9880655334,31527.4971674575,121.267260971282,9.62505640637845,10.323405985599,29.5515376080225,3.78146486932692,4.0987306426387,0.696114918889972,0,0,0,13.5758555385698,15.0412655979577,-0.00700201618874807,0.0228491022007029,0.00835040055293314
24.7,14251.8346313282,31547.2932581926,121.505290372971,9.62505640637845,10.323405985599,29.5515376080225,3.78907861879448,4.10229184112434,0.696721862392674,0,0,0,13.6015921159163,15.0035445625535,-0.00704339425283134,0.0266155411068208,0.0116433367324806
24.8,14272.6217304019,31567.099736042,121.778723643639,9.62505640637846,10.323405985599,29.5515376080225,3.7965376539386,4.10583720487176,0.697761069636572,0,0,0,13.6191453285744,14.9514835471224,-0.00709672879240093,0.030236282686121,0.0097076482806359
24.9,14293.3379808625,31586.9133913986,122.102586082565,9.62505640637846,10.323405985599,29.5515376080225,3.80384269182309,4.10933121841041,0.698990424541009,0,0,0,13.6339392272309,14.8881057758174,-0.00693094698138401,0.0343586143561295,0.00663227695475618
25,14313.9846955429,31606.7479549731,122.459836704323,9.62505640637846,10.323405985599,29.5515376080225,3.81099151490019,4.11277543154555,0.70068381233106,0,0,0,13.6615432088882,14.8260895773778,-0.00656023192555522,0.0376101645704484,0.00596260446956037
25.1,14334.5614622191,31626.6250486104,122.837057623973,9.62505640637846,10.323405985599,29.5515376080225,3.8179924646282,4.11618996664079,0.703711487161748,0,0,0,13.6995465634153,14.7635268712307,-0.00617587185553605,0.0296691959608675,0.00752529598494402
25.2,14355.0607330779,31646.572998084,123.229242506705,9.62505640637846,10.323405985599,29.5515376080225,3.82484893296779,4.11948245555613,0.707583015983438,0,0,0,13.7496476289324,14.6933242101785,-0.00573914869368681,0.00562170961211924,0.00878971591519126
25.3,14375.4796730293,31666.5745786917,123.642103558489,9.62505640637846,10.323405985599,29.5515376080225,3.83155299635561,4.12263537797898,0.712180154127652,0,0,0,13.7953472031031,14.620747218186,-0.00468927954066472,-0.00546288324001331,0.0103946198516695
25.4,14395.9509374296,31686.572707661,124.043234174606,9.62505640637846,10.323405985599,29.5515376080225,3.83904538453849,4.12659594092755,0.692381055473209,0,0,0,13.7668453988259,14.6826306245698,-0.00262279660300817,-0.0344735448776917,0.00854519694915135
25.5,14416.5108884485,31706.5191165954,124.387091485201,9.62505640637845,10.323405985599,29.5515376080225,3.84707028528876,4.13013770912159,0.698471092812365,0,0,0,13.730072231971,14.7786818397756,-0.00328302221904966,-0.0230684158213409,0.000448741362700311
25.6,14437.1054881803,31726.4588283069,124.676914758628,9.62505640637846,10.323405985599,29.5515376080225,3.85510608045193,4.13333021877886,0.702479031762804,0,0,0,13.7424538139382,14.8200083864904,-0.00464096392292646,-0.00718210225913287,-0.00323276440800183
25.7,14457.6989654378,31746.4073947476,124.9328743829,9.62505640637847,10.323405985599,29.5515376080225,3.86304813433524,4.13670453291258,0.704254044838084,0,0,0,13.7673220431432,14.8258433654334,-0.00562567121838514,0.00545704201708205,-0.00184871708255848
25.8,14478.2744654654,31766.372401645,125.166245988028,9.62505640637846,10.323405985599,29.5515376080225,3.87084483149352,4.14020526821458,0.704912157401926,0,0,0,13.7965413842303,14.8147268094116,-0.00656162872185812,0.0147352159850822,0.00197895476353055
25.9,14498.8166103263,31786.3551714534,125.392651177237,9.62505640637846,10.323405985599,29.5515376080225,3.87850148498502,4.14376206897009,0.705412897659459,0,0,0,13.8242663484323,14.7886006455455,-0.00698928267292158,0.021140471647002,0.00684573809776771
26,14519.3167731004,31806.3555704888,125.623560668884,9.62505640637846,10.323405985599,29.5515376080225,3.8860166452111,4.14732868216508,0.705886608339388,0,0,0,13.8498153359149,14.7540991885369,-0.00702381404673049,0.0254936191892502,0.0108200979082439
