x_mm,y_mm,z_mm
-21.333613463104854,-5.331836114643476,0.0
-21.333797631320017,-2.665080198724845,0.0
-21.3338704374173,0.0015622889632768914,0.0
-21.334002360187093,2.668173125831468,0.0
-21.333952164704883,5.334698465710475,0.0
-18.666976682246595,-10.665565413145787,0.0
-18.66690890243709,-7.998493479821175,0.0
-18.667059016859483,-5.331398525914361,0.0
-18.667746633989545,-2.664252434104999,0.0
-18.667879070408976,0.0016350950605570653,0.0
-18.668005298223402,2.66830504860126,0.0
-18.66739356541314,5.334176347054324,0.0
-18.667246452410186,8.001267283079393,0.0
-18.66717204952788,10.66779912364088,0.0
-16.000475191252182,-13.332335918603812,0.0
-16.00083683143562,-10.665159350634731,0.0
-16.00061602991408,10.667242609710344,0.0
-16.000451522939436,13.334324089751645,0.0
-13.333930057898565,-15.99917474480577,0.0
-13.334318541494715,-13.33198388188056,0.0
-13.33343920928848,13.333802357651171,0.0
-13.333595401418988,16.00081467130214,0.0
-10.667341527421264,-18.66608928082078,0.0
-10.667737704104836,-15.998900874618133,0.0
-10.666462460666512,16.00069538081882,0.0
-10.666688782455878,18.667242362332445,0.0
-8.001003667113514,-18.666307288505823,0.0
-8.000083441641019,18.667086899659218,0.0
-5.334441507028553,-21.333109159398262,0.0
-5.334705163574738,-18.66633623884019,0.0
-5.332909440426516,18.667063896932234,0.0
-5.333164359262893,21.333613981626584,0.0
-2.6678734717139596,-21.333122758408543,0.0
-2.6684731898913436,-18.665875173763038,0.0
-2.6666581243337455,18.667566540509384,0.0
-2.666534029292469,21.333563638954814,0.0
-0.0012286055182198002,-21.333251876208536,0.0
-0.0010994877182289118,-18.66595184514981,0.0
0.00010968186503048781,18.6674350374987,0.0
0.00015810591994013242,21.33343954391354,0.0
2.665410550550092,-21.33330872032912,0.0
2.665467394670678,-18.665998939802538,0.0
2.6660217512731696,18.667335414694964,0.0
2.666844506190872,21.33339111985863,0.0
5.332109761087875,-21.333434808370896,0.0
5.332528141863916,-18.666655947632293,0.0
5.333145319566043,18.666663134478597,0.0
5.333612629053305,21.333217632245262,0.0
7.998702530268368,-18.666806553569575,0.0
8.000199575398511,18.666505995643533,0.0
10.665428057036332,-18.66682817072855,0.0
10.665820658281506,-16.00004552938312,0.0
10.666606815008944,16.00042896691174,0.0
10.667213076306998,18.666545446266827,0.0
13.332032913844346,-16.000100022675923,0.0
13.332359371829819,-13.33377158908106,0.0
13.333179392365102,13.333828486997726,0.0
13.333772013070632,15.999947719189993,0.0
15.998687805424696,-13.33343276527336,0.0
15.998699689359018,-10.667174625016566,0.0
15.999820513333862,10.667126326321874,0.0
16.00037779383251,13.333267272246648,0.0
18.665476511864163,-10.666800224863218,0.0
18.665576658848277,-8.00000140621987,0.0
18.66560156579289,-5.333757511351929,0.0
18.66516080784147,-2.6663094937683494,0.0
18.66544824838215,0.0003529274439875883,0.0
18.665737809729173,2.6678264023421963,0.0
18.66660246744205,5.334011806819886,0.0
18.666925636515973,8.000251039644732,0.0
18.66703063561272,10.666513003767317,0.0
21.332376237027557,-5.33341129540489,0.0
21.33249484672019,-2.6666049357878996,0.0
21.33279028873974,0.0001176397841879749,0.0
21.33302557639954,2.666811462599751,0.0
21.333382268125078,5.333392017683468,0.0
-21.333613463104854,-5.331836114643476,6.0
-21.333797631320017,-2.665080198724845,6.0
-21.3338704374173,0.0015622889632768914,6.0
-21.334002360187093,2.668173125831468,6.0
-21.333952164704883,5.334698465710475,6.0
-18.666976682246595,-10.665565413145787,6.0
-18.66690890243709,-7.998493479821175,6.0
-18.667059016859483,-5.331398525914361,6.0
-18.667746633989545,-2.664252434104999,6.0
-18.667879070408976,0.0016350950605570653,6.0
-18.668005298223402,2.66830504860126,6.0
-18.66739356541314,5.334176347054324,6.0
-18.667246452410186,8.001267283079393,6.0
-18.66717204952788,10.66779912364088,6.0
-16.000475191252182,-13.332335918603812,6.0
-16.00083683143562,-10.665159350634731,6.0
-16.00061602991408,10.667242609710344,6.0
-16.000451522939436,13.334324089751645,6.0
-13.333930057898565,-15.99917474480577,6.0
-13.334318541494715,-13.33198388188056,6.0
-13.33343920928848,13.333802357651171,6.0
-13.333595401418988,16.00081467130214,6.0
-10.667341527421264,-18.66608928082078,6.0
-10.667737704104836,-15.998900874618133,6.0
-10.666462460666512,16.00069538081882,6.0
-10.666688782455878,18.667242362332445,6.0
-8.001003667113514,-18.666307288505823,6.0
-8.000083441641019,18.667086899659218,6.0
-5.334441507028553,-21.333109159398262,6.0
-5.334705163574738,-18.66633623884019,6.0
-5.332909440426516,18.667063896932234,6.0
-5.333164359262893,21.333613981626584,6.0
-2.6678734717139596,-21.333122758408543,6.0
-2.6684731898913436,-18.665875173763038,6.0
-2.6666581243337455,18.667566540509384,6.0
-2.666534029292469,21.333563638954814,6.0
-0.0012286055182198002,-21.333251876208536,6.0
-0.0010994877182289118,-18.66595184514981,6.0
0.00010968186503048781,18.6674350374987,6.0
0.00015810591994013242,21.33343954391354,6.0
2.665410550550092,-21.33330872032912,6.0
2.665467394670678,-18.665998939802538,6.0
2.6660217512731696,18.667335414694964,6.0
2.666844506190872,21.33339111985863,6.0
5.332109761087875,-21.333434808370896,6.0
5.332528141863916,-18.666655947632293,6.0
5.333145319566043,18.666663134478597,6.0
5.333612629053305,21.333217632245262,6.0
7.998702530268368,-18.666806553569575,6.0
8.000199575398511,18.666505995643533,6.0
10.665428057036332,-18.66682817072855,6.0
10.665820658281506,-16.00004552938312,6.0
10.666606815008944,16.00042896691174,6.0
10.667213076306998,18.666545446266827,6.0
13.332032913844346,-16.000100022675923,6.0
13.332359371829819,-13.33377158908106,6.0
13.333179392365102,13.333828486997726,6.0
13.333772013070632,15.999947719189993,6.0
15.998687805424696,-13.33343276527336,6.0
15.998699689359018,-10.667174625016566,6.0
15.999820513333862,10.667126326321874,6.0
16.00037779383251,13.333267272246648,6.0
