case_id,structure,fixture,layout_points,sequence,line_heat_input_j_mm,total_heat_input_j,effective_peak_temperature_c,haz_width_proxy_mm,hole_center_shift_mm,axis_tilt_deg,shell_ellipticity_proxy_mm,position_metric_p_sim_mm,limit_mm,pass_in_model,sequence_indices,reduction_vs_baseline_s1_pct
BASELINE-RIGID-6P-S1,baseline,rigid,6,S1,330.0,35640.0,550.628437,3.996498,0.019723,0.048967,0.010096,0.049701,0.05,True,1-2-3-4-5-6,0.0
