case_id,structure,fixture,layout_points,sequence,line_heat_input_j_mm,total_heat_input_j,effective_peak_temperature_c,haz_width_proxy_mm,material_stiffness_factor,hole_center_shift_mm,axis_tilt_deg,shell_ellipticity_proxy_mm,position_metric_p_sim_mm,limit_mm,pass_in_model,sequence_indices,reduction_vs_baseline_s1_pct
BASELINE-RIGID-8P-S3,baseline,rigid,8,S3,330.0,47520.0,550.628437,3.996498,1.0,0.006135,0.015233,0.004175,0.015461,0.05,True,1-5-4-8-3-7-2-6,75.0
