weld_number,segment_id,peak_source_c,peak_bore_c,cooling_dt_s
1,1,544.9134196929016,150.17953675822886,0.6666666666666666
2,4,544.7548775092529,154.73089364195553,0.6666666666666666
3,3,547.4773551285116,162.3568546263765,0.6666666666666666
4,6,550.0883038342148,168.09294268339968,0.6666666666666666
5,2,549.9035403997477,172.08849509282243,0.6666666666666666
6,5,549.7734998308038,177.5719403440971,0.6666666666666666
