case_id,structure,fixture,layout_points,sequence,mesh_points_per_axis,mesh_nodes,mesh_elements,max_temperature_c,final_temperature_max_c,max_displacement_mm,p_fe_mm,r_max_fe_mm,axis_slope_x,axis_slope_y,fit_method,fit_residual_p95_mm,axis_center_residual_rms_mm,axis_center_residual_p95_mm,outlier_count,measurement_uncertainty_proxy_mm,pass_in_model,model_statement,model_limitations,datum_reference
FE-003,flex,compliant,6,S3,61,1678,2632,561.754843,316.498215,0.014270184,0.002599523,0.001299761,-0.0,-0.0,huber_irls,1.648696087,0.0,0.0,0,1.648696087,True,二维热—结构代理模型交叉检查，不是完整焊接 FE、完整三维焊接仿真或 CMM 结果。,"['热源峰值约 462–562 °C，远未达到钢/铸铁熔化温度，因此未模拟熔池形成、熔合和焊缝金属激活。', '结构部分采用平面应力、最大温度驱动的等效残余本征应变和等效径向弹簧夹具。', '未包含温度相关塑性、相变、真实焊缝几何与本构、三维壳体高度、接触和真实夹具预紧。']",A=壳体安装基准平面；B=Q235B 壳体理论中心轴；C=独立周向定位特征；受控特征=Ø40 孔轴线；位置度=Ø0.05 | A | B
