x_mm,y_mm,z_mm
-21.334161728998,-5.332059632463305,0.0
-21.334338274008722,-2.665270506110492,0.0
-21.33443785559993,0.0014113726194475032,0.0
-21.334608278466494,2.6680619552316487,0.0
-21.334624612532632,5.334622971284085,0.0
-18.667570305437838,-10.665848221211986,0.0
-18.667476209256442,-7.998756046016391,0.0
-18.667614416551146,-5.331640911245754,0.0
-18.66829359108732,-2.664481708844532,0.0
-18.66845830590415,0.0015109542106543224,0.0
-18.668623140226007,2.6682323780982156,0.0
-18.66807159125269,5.334196230277455,0.0
-18.668007293041676,8.001303333541635,0.0
-18.668023673243272,10.667844639015645,0.0
-16.00111357568552,-13.332637252884702,0.0
-16.001442227789063,-10.665460197026556,0.0
-16.001471199021918,10.667377306460066,0.0
-16.00141260977021,13.33445343179918,0.0
-13.334614333173487,-15.999467612993742,0.0
-13.3349717087893,-13.332281967222482,0.0
-13.334410613740044,13.333997496597537,0.0
-13.3346709253609,16.000999492627717,0.0
-10.668072852402066,-18.666346730261186,0.0
-10.668442123260222,-15.999166752992927,0.0
-10.667572873670409,16.000896871039814,0.0
-10.66785853601109,18.66744589383915,0.0
-8.001780900734811,-18.66648887363103,0.0
-8.001281698304208,18.667294510012365,0.0
-5.335192579405007,-21.333215232059942,0.0
-5.335508823198483,-18.666440628686516,0.0
-5.334137676681765,18.667254169353942,0.0
-5.334412252684366,21.333805015280834,0.0
-2.6686380619302383,-21.333151223295264,0.0
-2.669287214902666,-18.66590668520336,0.0
-2.6679706117556012,18.667727251390794,0.0
-2.6678001789527475,21.333726321380663,0.0
-0.001999866642262683,-21.333183355805676,0.0
-0.0019677341318512865,-18.665881323474622,0.0
-0.0012093595594906015,18.667553511027407,0.0
-0.0011146155551394375,21.33355588857781,0.0
2.664644614699004,-21.33314256744631,0.0
2.664603826339635,-18.66583438450161,0.0
2.664761059852654,18.667402191762694,0.0
2.665578880930579,21.33346114457346,0.0
5.331359485922679,-21.333185402503172,0.0
5.331736024240495,-18.666407044977593,0.0
5.331896001265054,18.666709043836537,0.0
5.33236202454237,21.33326168637137,0.0
7.997936607542045,-18.666482807745645,0.0
7.998979364188481,18.666525558936048,0.0
10.664687359996046,-18.66644737660685,0.0
10.665072901907793,-15.999666282512706,0.0
10.66552473418551,16.00041241864365,0.0
10.666043678332159,18.66653876402864,0.0
13.331317205350839,-15.99967346627979,0.0
13.331678990578009,-13.333334884086277,0.0
13.332210996681946,13.333831282396018,0.0
13.33271226843118,15.999957291042008,0.0
15.998017572771538,-13.332993692725287,0.0
15.998069926392345,-10.666728415508896,0.0
15.998962166551362,10.667178610136975,0.0
15.999425951964726,13.333320750548884,0.0
18.664849876281792,-10.666376411381675,0.0
18.664977417559932,-7.999584492989526,0.0
18.665023923770956,-5.333353505679096,0.0
18.664584844425907,-2.665985510839952,0.0
18.664854580883596,0.0006280390410837801,0.0
18.665119236079907,2.667999566558487,0.0
18.665917550289382,5.334172395734982,0.0
18.66616907064885,8.000392824819004,0.0
18.66618561369473,10.666637541056701,0.0
21.331803666654093,-5.333038113776526,0.0
21.33192979356078,-2.6662634198329145,0.0
21.33220770255374,0.0004227882186507094,0.0
21.332412953376174,2.667079673325683,0.0
21.33270444630791,5.333628846819399,0.0
-21.334161728998,-5.332059632463305,6.0
-21.334338274008722,-2.665270506110492,6.0
-21.33443785559993,0.0014113726194475032,6.0
-21.334608278466494,2.6680619552316487,6.0
-21.334624612532632,5.334622971284085,6.0
-18.667570305437838,-10.665848221211986,6.0
-18.667476209256442,-7.998756046016391,6.0
-18.667614416551146,-5.331640911245754,6.0
-18.66829359108732,-2.664481708844532,6.0
-18.66845830590415,0.0015109542106543224,6.0
-18.668623140226007,2.6682323780982156,6.0
-18.66807159125269,5.334196230277455,6.0
-18.668007293041676,8.001303333541635,6.0
-18.668023673243272,10.667844639015645,6.0
-16.00111357568552,-13.332637252884702,6.0
-16.001442227789063,-10.665460197026556,6.0
-16.001471199021918,10.667377306460066,6.0
-16.00141260977021,13.33445343179918,6.0
-13.334614333173487,-15.999467612993742,6.0
-13.3349717087893,-13.332281967222482,6.0
-13.334410613740044,13.333997496597537,6.0
-13.3346709253609,16.000999492627717,6.0
-10.668072852402066,-18.666346730261186,6.0
-10.668442123260222,-15.999166752992927,6.0
-10.667572873670409,16.000896871039814,6.0
-10.66785853601109,18.66744589383915,6.0
-8.001780900734811,-18.66648887363103,6.0
-8.001281698304208,18.667294510012365,6.0
-5.335192579405007,-21.333215232059942,6.0
-5.335508823198483,-18.666440628686516,6.0
-5.334137676681765,18.667254169353942,6.0
-5.334412252684366,21.333805015280834,6.0
-2.6686380619302383,-21.333151223295264,6.0
-2.669287214902666,-18.66590668520336,6.0
-2.6679706117556012,18.667727251390794,6.0
-2.6678001789527475,21.333726321380663,6.0
-0.001999866642262683,-21.333183355805676,6.0
-0.0019677341318512865,-18.665881323474622,6.0
-0.0012093595594906015,18.667553511027407,6.0
-0.0011146155551394375,21.33355588857781,6.0
2.664644614699004,-21.33314256744631,6.0
2.664603826339635,-18.66583438450161,6.0
2.664761059852654,18.667402191762694,6.0
2.665578880930579,21.33346114457346,6.0
5.331359485922679,-21.333185402503172,6.0
5.331736024240495,-18.666407044977593,6.0
5.331896001265054,18.666709043836537,6.0
5.33236202454237,21.33326168637137,6.0
7.997936607542045,-18.666482807745645,6.0
7.998979364188481,18.666525558936048,6.0
10.664687359996046,-18.66644737660685,6.0
10.665072901907793,-15.999666282512706,6.0
10.66552473418551,16.00041241864365,6.0
10.666043678332159,18.66653876402864,6.0
13.331317205350839,-15.99967346627979,6.0
13.331678990578009,-13.333334884086277,6.0
13.332210996681946,13.333831282396018,6.0
13.33271226843118,15.999957291042008,6.0
15.998017572771538,-13.332993692725287,6.0
15.998069926392345,-10.666728415508896,6.0
15.998962166551362,10.667178610136975,6.0
15.999425951964726,13.333320750548884,6.0
18.664849876281792,-10.666376411381675,6.0
18.664977417559932,-7.999584492989526,6.0
18.665023923770956,-5.333353505679096,6.0
18.664584844425907,-2.665985510839952,6.0
18.664854580883596,0.0006280390410837801,6.0
18.665119236079907,2.667999566558487,6.0
18.665917550289382,5.334172395734982,6.0
18.66616907064885,8.000392824819004,6.0
18.66618561369473,10.666637541056701,6.0
21.331803666654093,-5.333038113776526,6.0
21.33192979356078,-2.6662634198329145,6.0
21.33220770255374,0.0004227882186507094,6.0
21.332412953376174,2.667079673325683,6.0
21.33270444630791,5.333628846819399,6.0
-21.334161728998,-5.332059632463305,12.0
-21.334338274008722,-2.665270506110492,12.0
-21.33443785559993,0.0014113726194475032,12.0
-21.334608278466494,2.6680619552316487,12.0
-21.334624612532632,5.334622971284085,12.0
-18.667570305437838,-10.665848221211986,12.0
-18.667476209256442,-7.998756046016391,12.0
-18.667614416551146,-5.331640911245754,12.0
-18.66829359108732,-2.664481708844532,12.0
-18.66845830590415,0.0015109542106543224,12.0
-18.668623140226007,2.6682323780982156,12.0
-18.66807159125269,5.334196230277455,12.0
-18.668007293041676,8.001303333541635,12.0
-18.668023673243272,10.667844639015645,12.0
-16.00111357568552,-13.332637252884702,12.0
-16.001442227789063,-10.665460197026556,12.0
-16.001471199021918,10.667377306460066,12.0
-16.00141260977021,13.33445343179918,12.0
-13.334614333173487,-15.999467612993742,12.0
-13.3349717087893,-13.332281967222482,12.0
-13.334410613740044,13.333997496597537,12.0
-13.3346709253609,16.000999492627717,12.0
-10.668072852402066,-18.666346730261186,12.0
-10.668442123260222,-15.999166752992927,12.0
-10.667572873670409,16.000896871039814,12.0
-10.66785853601109,18.66744589383915,12.0
-8.001780900734811,-18.66648887363103,12.0
-8.001281698304208,18.667294510012365,12.0
-5.335192579405007,-21.333215232059942,12.0
-5.335508823198483,-18.666440628686516,12.0
-5.334137676681765,18.667254169353942,12.0
-5.334412252684366,21.333805015280834,12.0
-2.6686380619302383,-21.333151223295264,12.0
-2.669287214902666,-18.66590668520336,12.0
-2.6679706117556012,18.667727251390794,12.0
-2.6678001789527475,21.333726321380663,12.0
-0.001999866642262683,-21.333183355805676,12.0
-0.0019677341318512865,-18.665881323474622,12.0
-0.0012093595594906015,18.667553511027407,12.0
-0.0011146155551394375,21.33355588857781,12.0
2.664644614699004,-21.33314256744631,12.0
2.664603826339635,-18.66583438450161,12.0
2.664761059852654,18.667402191762694,12.0
2.665578880930579,21.33346114457346,12.0
5.331359485922679,-21.333185402503172,12.0
5.331736024240495,-18.666407044977593,12.0
5.331896001265054,18.666709043836537,12.0
5.33236202454237,21.33326168637137,12.0
7.997936607542045,-18.666482807745645,12.0
7.998979364188481,18.666525558936048,12.0
10.664687359996046,-18.66644737660685,12.0
10.665072901907793,-15.999666282512706,12.0
10.66552473418551,16.00041241864365,12.0
10.666043678332159,18.66653876402864,12.0
13.331317205350839,-15.99967346627979,12.0
13.331678990578009,-13.333334884086277,12.0
13.332210996681946,13.333831282396018,12.0
13.33271226843118,15.999957291042008,12.0
15.998017572771538,-13.332993692725287,12.0
15.998069926392345,-10.666728415508896,12.0
15.998962166551362,10.667178610136975,12.0
15.999425951964726,13.333320750548884,12.0
18.664849876281792,-10.666376411381675,12.0
18.664977417559932,-7.999584492989526,12.0
18.665023923770956,-5.333353505679096,12.0
18.664584844425907,-2.665985510839952,12.0
18.664854580883596,0.0006280390410837801,12.0
18.665119236079907,2.667999566558487,12.0
18.665917550289382,5.334172395734982,12.0
18.66616907064885,8.000392824819004,12.0
18.66618561369473,10.666637541056701,12.0
21.331803666654093,-5.333038113776526,12.0
21.33192979356078,-2.6662634198329145,12.0
21.33220770255374,0.0004227882186507094,12.0
21.332412953376174,2.667079673325683,12.0
21.33270444630791,5.333628846819399,12.0
