case_id,structure,fixture,layout_points,sequence,line_heat_input_j_mm,total_heat_input_j,effective_peak_temperature_c,haz_width_proxy_mm,hole_center_shift_mm,axis_tilt_deg,shell_ellipticity_proxy_mm,position_metric_p_sim_mm,limit_mm,pass_in_model,sequence_indices,reduction_vs_baseline_s1_pct
FLEX-COMPLIANT-8P-S2,flex,compliant,8,S2,330.0,47520.0,550.628437,3.996498,0.003254,0.00808,0.003455,0.008201,0.05,True,1-5-2-6-3-7-4-8,86.739
