s_index,n_index,z_index,s_mm,n_mm,z_mm,material,tmax_c,t800_down_s,t500_down_s,t8_5_s,valid
0,0,0,-69.02777777777777,-35.60576923076923,-11.6,QT450-10,152.44206455696784,,,,False
0,0,1,-69.02777777777777,-35.60576923076923,-10.8,QT450-10,152.50026934429727,,,,False
0,0,2,-69.02777777777777,-35.60576923076923,-10.0,QT450-10,152.55432333047577,,,,False
0,0,3,-69.02777777777777,-35.60576923076923,-9.2,QT450-10,152.60422529443485,,,,False
0,0,4,-69.02777777777777,-35.60576923076923,-8.4,QT450-10,152.64997395034197,,,,False
0,0,5,-69.02777777777777,-35.60576923076923,-7.6,QT450-10,152.69156803187408,,,,False
0,0,6,-69.02777777777777,-35.60576923076923,-6.8,QT450-10,152.72900634089544,,,,False
0,0,7,-69.02777777777777,-35.60576923076923,-6.0,QT450-10,152.7622877686017,,,,False
0,0,8,-69.02777777777777,-35.60576923076923,-5.199999999999999,QT450-10,152.79141130734192,,,,False
0,0,9,-69.02777777777777,-35.60576923076923,-4.3999999999999995,QT450-10,152.81637605885453,,,,False
0,0,10,-69.02777777777777,-35.60576923076923,-3.5999999999999996,QT450-10,152.83718124083973,,,,False
0,0,11,-69.02777777777777,-35.60576923076923,-2.799999999999999,QT450-10,152.8538261925121,,,,False
0,0,12,-69.02777777777777,-35.60576923076923,-2.0,QT450-10,152.866310379315,,,,False
0,0,13,-69.02777777777777,-35.60576923076923,-1.1999999999999993,QT450-10,152.87463339680377,,,,False
0,0,14,-69.02777777777777,-35.60576923076923,-0.3999999999999986,QT450-10,152.8787949736415,,,,False
0,0,15,-69.02777777777777,-35.60576923076923,0.40000000000000036,QT450-10,152.8787949736415,,,,False
0,0,16,-69.02777777777777,-35.60576923076923,1.200000000000001,QT450-10,152.87463339680377,,,,False
0,0,17,-69.02777777777777,-35.60576923076923,2.0,QT450-10,152.866310379315,,,,False
0,0,18,-69.02777777777777,-35.60576923076923,2.8000000000000007,QT450-10,152.8538261925121,,,,False
0,0,19,-69.02777777777777,-35.60576923076923,3.6000000000000014,QT450-10,152.83718124083973,,,,False
0,0,20,-69.02777777777777,-35.60576923076923,4.400000000000002,QT450-10,152.81637605885453,,,,False
0,0,21,-69.02777777777777,-35.60576923076923,5.199999999999999,QT450-10,152.79141130734192,,,,False
0,0,22,-69.02777777777777,-35.60576923076923,6.0,QT450-10,152.7622877686017,,,,False
0,0,23,-69.02777777777777,-35.60576923076923,6.800000000000001,QT450-10,152.72900634089544,,,,False
0,0,24,-69.02777777777777,-35.60576923076923,7.600000000000001,QT450-10,152.69156803187408,,,,False
0,0,25,-69.02777777777777,-35.60576923076923,8.400000000000002,QT450-10,152.64997395034197,,,,False
0,0,26,-69.02777777777777,-35.60576923076923,9.200000000000003,QT450-10,152.60422529443485,,,,False
0,0,27,-69.02777777777777,-35.60576923076923,10.0,QT450-10,152.55432333047577,,,,False
0,0,28,-69.02777777777777,-35.60576923076923,10.8,QT450-10,152.50026934429727,,,,False
0,0,29,-69.02777777777777,-35.60576923076923,11.600000000000001,QT450-10,152.44206455696784,,,,False
0,1,0,-69.02777777777777,-34.81730769230769,-11.6,QT450-10,152.5100671960761,,,,False
0,1,1,-69.02777777777777,-34.81730769230769,-10.8,QT450-10,152.5683089215986,,,,False
0,1,2,-69.02777777777777,-34.81730769230769,-10.0,QT450-10,152.62239779184029,,,,False
0,1,3,-69.02777777777777,-34.81730769230769,-9.2,QT450-10,152.67233216592487,,,,False
0,1,4,-69.02777777777777,-34.81730769230769,-8.4,QT450-10,152.71811062144866,,,,False
0,1,5,-69.02777777777777,-34.81730769230769,-7.6,QT450-10,152.75973184341038,,,,False
0,1,6,-69.02777777777777,-34.81730769230769,-6.8,QT450-10,152.79719461187685,,,,False
0,1,7,-69.02777777777777,-34.81730769230769,-6.0,QT450-10,152.83049780544002,,,,False
0,1,8,-69.02777777777777,-34.81730769230769,-5.199999999999999,QT450-10,152.85964040746816,,,,False
0,1,9,-69.02777777777777,-34.81730769230769,-4.3999999999999995,QT450-10,152.88462151247126,,,,False
0,1,10,-69.02777777777777,-34.81730769230769,-3.5999999999999996,QT450-10,152.9054403320429,,,,False
0,1,11,-69.02777777777777,-34.81730769230769,-2.799999999999999,QT450-10,152.9220962002323,,,,False
0,1,12,-69.02777777777777,-34.81730769230769,-2.0,QT450-10,152.93458857824876,,,,False
0,1,13,-69.02777777777777,-34.81730769230769,-1.1999999999999993,QT450-10,152.94291705839407,,,,False
0,1,14,-69.02777777777777,-34.81730769230769,-0.3999999999999986,QT450-10,152.94708136711972,,,,False
0,1,15,-69.02777777777777,-34.81730769230769,0.40000000000000036,QT450-10,152.94708136711972,,,,False
0,1,16,-69.02777777777777,-34.81730769230769,1.200000000000001,QT450-10,152.94291705839407,,,,False
0,1,17,-69.02777777777777,-34.81730769230769,2.0,QT450-10,152.93458857824876,,,,False
0,1,18,-69.02777777777777,-34.81730769230769,2.8000000000000007,QT450-10,152.9220962002323,,,,False
0,1,19,-69.02777777777777,-34.81730769230769,3.6000000000000014,QT450-10,152.9054403320429,,,,False
0,1,20,-69.02777777777777,-34.81730769230769,4.400000000000002,QT450-10,152.88462151247126,,,,False
0,1,21,-69.02777777777777,-34.81730769230769,5.199999999999999,QT450-10,152.85964040746816,,,,False
0,1,22,-69.02777777777777,-34.81730769230769,6.0,QT450-10,152.83049780544002,,,,False
0,1,23,-69.02777777777777,-34.81730769230769,6.800000000000001,QT450-10,152.79719461187685,,,,False
0,1,24,-69.02777777777777,-34.81730769230769,7.600000000000001,QT450-10,152.75973184341038,,,,False
0,1,25,-69.02777777777777,-34.81730769230769,8.400000000000002,QT450-10,152.71811062144866,,,,False
0,1,26,-69.02777777777777,-34.81730769230769,9.200000000000003,QT450-10,152.67233216592487,,,,False
0,1,27,-69.02777777777777,-34.81730769230769,10.0,QT450-10,152.62239779184029,,,,False
0,1,28,-69.02777777777777,-34.81730769230769,10.8,QT450-10,152.5683089215986,,,,False
0,1,29,-69.02777777777777,-34.81730769230769,11.600000000000001,QT450-10,152.5100671960761,,,,False
0,2,0,-69.02777777777777,-34.02884615384615,-11.6,QT450-10,152.5845870685655,,,,False
0,2,1,-69.02777777777777,-34.02884615384615,-10.8,QT450-10,152.64287000723195,,,,False
0,2,2,-69.02777777777777,-34.02884615384615,-10.0,QT450-10,152.69699728178566,,,,False
0,2,3,-69.02777777777777,-34.02884615384615,-9.2,QT450-10,152.74696724178438,,,,False
