weld_number,segment_id,peak_source_c,peak_bore_c,cooling_dt_s
1,1,455.10680132500283,150.1271643201945,0.6666666666666666
2,4,455.05473963982183,153.5890954031907,0.6666666666666666
3,2,450.56740256580025,159.1159451331226,0.6666666666666666
4,5,450.5319539935002,163.7572231765236,0.6666666666666666
5,3,459.91787553094485,169.1722373503795,0.6666666666666666
6,6,463.5821291594616,174.2426188947927,0.6666666666666666
