case_id,structure,fixture,layout_points,sequence,line_heat_input_j_mm,total_heat_input_j,effective_peak_temperature_c,haz_width_proxy_mm,hole_center_shift_mm,axis_tilt_deg,shell_ellipticity_proxy_mm,position_metric_p_sim_mm,limit_mm,pass_in_model,sequence_indices,reduction_vs_baseline_s1_pct
FLEX-COMPLIANT-6P-S2,flex,compliant,6,S2,330.0,35640.0,550.628437,3.996498,0.003487,0.008657,0.004684,0.008787,0.05,True,1-4-2-5-3-6,82.32
