weld_number,segment_id,peak_source_c,peak_bore_c,cooling_dt_s
1,1,461.82078595744974,150.10025405858656,0.6666666666666666
2,4,461.766523944777,153.37185658781002,0.6666666666666666
3,3,465.78332687131666,158.85219856049935,0.6666666666666666
4,6,469.05220352526476,162.87469836233547,0.6666666666666666
5,2,474.1356872956962,166.38339079630467,0.6666666666666666
6,5,474.22073071296614,172.6274459480256,0.6666666666666666
