time_s,QT_HAZ_c,QT_SURROGATE_INTERFACE_REF_c,WELD_CENTER_c,Q235B_SURROGATE_INTERFACE_REF_c,Q235B_HAZ_c
15.0,170.50739245487512,175.45892737162075,185.6329542894964,185.42386682821444,185.21551334853223
15.5,175.05096678091934,182.1625529411783,197.84401003736448,193.9470853968594,193.10995508195717
16.0,180.3678770901871,190.24308750752965,213.36508091448877,204.03350490651502,202.32926302949102
16.500000000000004,186.64795058587663,200.53715255649144,236.08408312722858,216.4685728454753,213.2616635187449
17.000000000000004,193.88112770605744,212.80357013231958,263.06963332038157,231.0226951761598,225.8460735000883
17.500000000000004,202.13606358331484,227.60267338660083,299.7899487797285,248.2146299407691,240.26024156300957
18.000000000000004,211.3826298288226,244.8664920314324,345.21475263795423,267.9280899723732,256.40794459975257
18.500000000000004,221.44665904848688,264.37102928678075,393.67436795765616,289.9799471316567,274.0367966460559
19.000000000000004,232.50246784584635,285.701058619509,447.74802124277517,314.0243150894098,293.4241464331757
19.500000000000004,243.32751117498782,308.6964811179285,534.4159176131407,339.35067571384275,312.391922249225
20.000000000000004,255.47498884404757,335.4585424663813,603.970729952186,368.3714522402221,333.84541435806204
20.500000000000004,266.19886219498403,354.33008488173255,643.3840686329142,390.589871741623,352.5942210019757
21.000000000000004,275.8423702117917,373.94338893835993,707.7540962964447,412.7754735561193,369.4628474643531
21.500000000000004,284.74690701242696,388.2551203537868,729.6669825450844,430.2832745750542,384.8917759514361
22.000000000000004,291.55951543042676,395.7582349748942,720.1915515957403,441.2382835040063,396.41078300808556
22.500000000000004,295.9276647992913,395.2480809157872,691.9561747290111,444.23715996563453,403.39834983494274
23.000000000000004,299.12649147623415,394.89213692942866,673.1226321824711,446.31921323486085,408.0960016210837
23.500000000000004,300.87946845701083,389.1545290959754,624.4699566225795,443.0049490997094,410.0121860820219
24.000000000000004,300.2840145813943,379.83567542553504,585.946853482949,435.2088817591417,407.5033625742834
24.500000000000004,299.2913612082559,371.98469814417723,553.8590128021583,427.93638817328065,404.11527826548934
25.000000000000004,297.30802920011917,360.64332791347215,505.83959936020483,417.11371203462846,398.828656792101
25.500000000000004,294.2524219877505,349.89271270459983,473.0862267969477,405.92252619800036,391.51169749933655
26.000000000000004,291.27937312319,340.2695144014384,441.3495684016868,395.42015464808594,384.29522952539395
26.500000000000004,287.785926267636,329.9847190462484,413.2990577040442,384.0161746169391,376.13201583316237
27.000000000000004,284.1815459140479,321.1090821091092,391.67161434098773,373.52565508251047,367.7869517904212
27.500000000000004,280.79792686777625,313.0469654269149,371.443185236852,363.7147446966711,359.8766964426201
28.000000000000004,277.36431248782293,305.60426328470794,355.5471799022675,354.360561714241,351.9407312596626
28.500000000000004,274.1235611571856,299.17620151589404,342.5257008068352,345.87699502144005,344.4248415483607
29.000000000000004,271.10891459702555,293.38262332118086,331.23952331968576,338.03679727415033,337.394422711014
29.500000000000004,268.24444228427694,288.24793199356327,322.0709230826908,330.84046038491306,330.72491719104187
30.000000000000004,265.5985927172455,283.7298596817906,314.2375843822444,324.28930391422944,324.53870597982
30.500000000000004,263.14594789241823,279.6832864938119,307.5374470563577,318.2815360353004,318.79044553800736
31.000000000000004,260.8633160996418,276.06883595047884,301.76833162527987,312.7741323389147,313.4395969525797
31.500000000000004,258.753735628355,272.8237848823769,296.67602619336225,307.722839133186,308.4887021760905
32.0,256.79454172748734,269.8852353588762,292.17056460218794,303.072585774978,303.894523812609
32.5,254.96945007940366,267.2123110764272,288.1332505761668,298.77935633892093,299.6246288694395
33.0,253.26768560345604,264.7658250222943,284.4772604755482,294.8060455457742,295.65571955622573
33.5,251.67417303061444,262.51277524230386,281.1432686524365,291.11711117405184,291.95676636371167
34.0,250.17689397128055,260.4270531230913,278.0804101120017,287.68168147778533,288.50199053254823
34.5,248.76596349298975,258.4862903994275,275.2492490916467,284.47396508023627,285.26952627363437
35.0,247.4315466109012,256.6716547198813,272.6186788676788,281.4702889022135,282.23755719792126
35.5,246.16526974290196,254.96752127477126,270.16278314889996,278.64985357912343,279.3869536025321
36.0,244.96000552554386,253.36067781360936,267.8603166077102,275.99483445689896,276.7010404538589
36.5,243.8093057412018,251.83990161654378,265.6936708252413,273.4892290391758,274.16445601715395
37.0,242.7075852353242,250.3956724800177,263.6478783502067,271.1189156303364,271.7635754403249
37.5,241.65003241181773,249.01986787920646,261.71024887913137,268.8715638775367,269.4863924542263
38.0,240.63241423325718,247.70552355573903,259.86995607946835,266.73619421747134,267.3221060992929
38.5,239.6510544287293,246.44665435565616,258.11764454654735,264.7030933602058,265.2611234259591
39.0,238.70277209236278,245.2381042263622,256.4452311305412,262.7636994355148,263.2949478673153
39.5,237.7847858408428,244.07540941802617,254.84569422661912,260.9103839940136,261.4159695622578
40.0,236.89466615297124,242.95468720651832,253.31288245749528,259.1363512669452,259.61739032152104
