time_s,source_j,loss_j,birth_j,energy_change_j,residual_j,deposit_volume_mm3,min_c,max_c
  1.000000000000000E-01,  4.949999999999995E+01,  4.822142777894538E+00,  0.000000000000000E+00,  4.483446756930789E+01, -1.566103472024807E-01,  9.047786842338584E+01,  1.498337275891150E+02,  5.709660192865191E+02
  2.000000000000000E-01,  9.899999999999991E+01,  9.695351559856039E+00,  0.000000000000000E+00,  8.965492453666957E+01, -3.502760965256897E-01,  9.047786842338584E+01,  1.497565995447849E+02,  7.391499337955129E+02
  3.000000000000000E-01,  1.484999999999999E+02,  1.461525209260895E+01,  0.000000000000000E+00,  1.344006207836719E+02, -5.158728762809517E-01,  9.047786842338584E+01,  1.497046195681257E+02,  8.528467163383563E+02
  4.000000000000000E-01,  1.979999999999999E+02,  1.957833285896444E+01,  0.000000000000000E+00,  1.790692943875983E+02, -6.476272465629336E-01,  9.047786842338584E+01,  1.496636077307500E+02,  9.433166852941436E+02
  5.000000000000000E-01,  2.474999999999998E+02,  2.458198967926617E+01,  0.000000000000000E+00,  2.236762293596330E+02, -7.582190388993411E-01,  9.047786842338584E+01,  1.496282386781944E+02,  1.020690120267885E+03
  6.000000000000000E-01,  2.969999999999999E+02,  2.962377787928665E+01,  0.000000000000000E+00,  2.682341651559327E+02, -8.579430352194777E-01,  9.047786842338584E+01,  1.495931009737765E+02,  1.089603625302346E+03
  7.000000000000000E-01,  3.464999999999999E+02,  3.470171841595017E+01,  0.000000000000000E+00,  3.127496252443234E+02, -9.513436602736647E-01,  9.047786842338584E+01,  1.495603185118201E+02,  1.152505256356841E+03
  7.999999999999999E-01,  3.959999999999998E+02,  3.981431572009572E+01,  0.000000000000000E+00,  3.572258709699090E+02, -1.040186690004930E+00,  9.047786842338584E+01,  1.495299305185895E+02,  1.210727488900822E+03
  8.999999999999999E-01,  4.454999999999998E+02,  4.496043937383695E+01,  0.000000000000000E+00,  4.016637899598209E+02, -1.124229333658036E+00,  9.047786842338584E+01,  1.495013958373074E+02,  1.265108405204017E+03
  9.999999999999999E-01,  4.949999999999998E+02,  5.013922015290063E+01,  0.000000000000000E+00,  4.460644906716698E+02, -1.203710824570635E+00,  9.047786842338584E+01,  1.494743259631997E+02,  1.316311659254257E+03
  1.100000000000000E+00,  5.444999999999998E+02,  5.534995400515171E+01,  0.000000000000000E+00,  4.904296868652527E+02, -1.279640870404648E+00,  9.047786842338584E+01,  1.494484328653044E+02,  1.364410658546892E+03
  1.200000000000000E+00,  5.939999999999998E+02,  6.059211829806218E+01,  0.000000000000000E+00,  5.347608580945162E+02, -1.352976392578512E+00,  9.047786842338584E+01,  1.494234980704308E+02,  1.404064958903903E+03
  1.300000000000000E+00,  6.434999999999998E+02,  6.586501166114672E+01,  0.000000000000000E+00,  5.790600824143912E+02, -1.425094075538141E+00,  9.047786842338584E+01,  1.493993530140812E+02,  1.442718003113491E+03
  1.400000000000000E+00,  6.929999999999998E+02,  7.116828525199155E+01,  0.000000000000000E+00,  6.233240607653279E+02, -1.492346017319619E+00,  9.047786842338584E+01,  1.493758658820398E+02,  1.483503359579071E+03
  1.500000000000000E+00,  7.424999999999999E+02,  7.650108477785841E+01,  0.000000000000000E+00,  6.675424958288349E+02, -1.543580606693467E+00,  9.047786842338584E+01,  1.493527048292953E+02,  1.491428013120953E+03
  1.600000000000000E+00,  7.919999999999999E+02,  8.185953167745475E+01,  0.000000000000000E+00,  7.117269296878367E+02, -1.586461365291598E+00,  9.047786842338584E+01,  1.493295583038542E+02,  1.489834097993491E+03
  1.700000000000000E+00,  8.414999999999999E+02,  8.724185527740856E+01,  0.000000000000000E+00,  7.558821550731955E+02, -1.624010350604181E+00,  9.047786842338584E+01,  1.493058091419361E+02,  1.483916559175066E+03
