case_id,structure,fixture,layout_points,sequence,line_heat_input_j_mm,total_heat_input_j,effective_peak_temperature_c,haz_width_proxy_mm,material_stiffness_factor,hole_center_shift_mm,axis_tilt_deg,shell_ellipticity_proxy_mm,position_metric_p_sim_mm,limit_mm,pass_in_model,sequence_indices,datum_reference,reduction_vs_baseline_s1_pct
FLEX-COMPLIANT-6P-S3,flex,compliant,6,S3,330.0,35640.0,550.628437,3.996498,1.0,0.003487,0.008657,0.004684,0.008787,0.05,True,1-4-3-6-2-5,A=壳体安装基准平面；B=Q235B 壳体理论中心轴；C=独立周向定位特征；受控特征=Ø40 孔轴线；位置度=Ø0.05 | A | B,82.32
