time_s,QT_HAZ_c,QT_SURROGATE_INTERFACE_REF_c,WELD_CENTER_c,Q235B_SURROGATE_INTERFACE_REF_c,Q235B_HAZ_c
0.005,150.0,150.0,150.0,150.0,149.99583498675565
0.5,149.9999681832545,149.9998059076083,149.99332497713337,149.92461107787508,149.8588466989204
1.0,149.99806602370495,149.99578338980783,149.96839200515274,149.85434340404927,149.78126974179486
1.5,149.98976369179215,149.9836168659673,149.9351057346493,149.79181459173907,149.7147072898136
2.0,149.9736638374917,149.96311210613356,149.89661324869158,149.73218777062414,149.65229326495833
2.5,149.9509486603525,149.93592299648117,149.85436574861623,149.67433153551258,149.59248875685367
3.0,149.92377881814735,149.90437254916526,149.81019786838317,149.61930969707066,149.5363026238767
3.5,149.894921828711,149.871315698754,149.7667302220591,149.56991006535395,149.48661862743154
4.0,149.86782645892293,149.8403123356879,149.72759272694861,149.53049800280772,149.44797915354337
4.5,149.84674820484878,149.81580067555592,149.69756630458147,149.5069351695994,149.426467599754
5.0,149.8368458901001,149.80321533530025,149.68266792391262,149.5065635002608,149.42967825632098
5.5,149.84422569800387,149.80904915693372,149.69019885553325,149.5381744000893,149.46667228856495
6.0,149.87599585949545,149.840918190872,149.7288032075341,149.61211540757347,149.54810103851423
6.5,149.94031656354474,149.90763839784137,149.80858650657478,149.74037769261176,149.68627766960748
7.0,150.04648049992872,150.0193375339049,149.94124561432338,149.9368173269747,149.89543156655503
7.5,150.20510171130556,150.18768934897474,150.14040545719647,150.21755855865342,150.192101654522
8.0,150.42819112539962,150.42608118792793,150.42186968121945,150.60113771454547,150.59527148755495
8.500000000000002,150.7296860379313,150.75022535722323,150.80436218121446,151.10968199763644,151.12762909031656
9.000000000000002,151.1253877463828,151.178283111535,151.30997124368372,151.76855622065705,151.81499528516147
9.500000000000002,151.6340191880035,151.73219224073208,151.96560025713683,152.60887679818183,152.68915093615448
10.000000000000002,152.27719285874673,152.4378066885687,152.80388608043268,153.66678833587724,153.7865481856931
10.500000000000002,153.08037167127043,153.32684908891292,153.86588088481426,154.9864290369132,155.1515520970604
11.000000000000002,154.07488918318023,154.43894630131354,155.20380263294496,156.62254098851668,156.83879775411117
11.500000000000002,155.29500103302806,155.8205981712581,156.88444730469791,158.63676792151938,158.90793564769524
12.000000000000002,156.788101154047,157.53813769813314,159.00239271284534,161.11683775917123,161.44429073847658
12.500000000000002,158.60046995067063,159.66008840662175,161.67299366014183,164.14838095301596,164.52649622494334
13.000000000000002,160.80134490545876,162.3032112071044,165.101228267485,167.87295990859582,168.2814551265659
13.500000000000002,163.4605898363809,165.57553824477168,169.48853677407405,172.41846872175526,172.82568874752934
14.000000000000002,166.6615256964467,169.66400304781573,175.32524498355218,177.98695473083697,178.3105701609653
14.500000000000002,170.5282681195613,174.79584622296687,183.02183210838194,184.82474718888932,184.9481391022067
15.000000000000002,175.12003517529513,181.1618922338459,193.53785800621208,193.12027290028487,192.84009225535348
15.500000000000002,180.6411944446985,189.32145395041016,208.43180628232685,203.42352131255802,202.35723433375472
16.0,187.10303270245458,199.16064870608125,227.3129703989294,215.63175470902502,213.48630684366242
16.5,194.7281651402405,211.69113561690307,254.9831385385967,230.6880914294503,226.6790567651687
17.0,203.51926365879802,226.64492580049256,287.9097514950996,248.3535876952824,241.89778948264498
17.5,213.55668217292083,244.69427954531739,332.6879674593795,269.2348248319154,259.32962571465237
18.0,224.8078646402765,265.77336308891984,388.1360197541086,293.2525788929085,278.9126590761851
18.5,237.08022541569858,289.652867312583,447.4297427036719,320.1844355047656,300.33599192139104
19.0,250.55386945687422,315.7432216865149,513.5064450142373,349.5967972413671,323.90232418107644
19.5,263.77796422544066,343.9132093464934,619.1411923504154,380.6908076832242,347.0764515556125
20.0,278.5939906697638,376.72298071345756,704.5913391688684,416.50785175028284,373.2291785909913
20.5,291.73519907336834,399.98361017141735,753.0595897325128,444.1843799220202,396.3182768411117
21.0,303.56191974811685,424.12080160781585,831.8500190837435,471.84115221936736,417.1902853432582
21.5,314.4987032411304,441.8471449071608,859.0431033354008,493.9413363928396,436.3885856258915
22.0,322.9059725669187,451.30980809480036,849.0365879543632,508.04756053428093,450.9458848114116
22.5,328.3620511019718,450.8100050167592,813.6298319291129,512.1629234205873,460.0958398214624
23.0,332.3472717335103,450.45427413919276,790.73502169361,515.0096498536874,466.2602956492978
23.5,334.58152661629777,443.540643733547,731.5616112000082,511.2450695589863,469.061449827246
24.0,333.9718957773105,432.16511433496476,684.4777531563143,501.7554094781493,466.4345822948047
24.5,332.81785495039526,422.5468953362372,645.2649209874135,492.7591661687576,462.43074913224956
25.0,330.45028663019866,408.6290418697304,586.4988640621198,479.38878225761687,456.1368116391626
25.5,326.7802376220496,395.4721756647607,546.4734641280625,465.5213320303561,447.26783374513116
26.0,323.1788708703317,383.6951510535917,507.7812101619317,452.4598323572433,438.3702067460098
26.5,318.9588835853578,371.1022944290347,473.3457288130717,438.3300803533584,428.40142820603353
27.0,314.5765125249229,360.20275839319754,446.81441536056457,425.29442784701604,418.1138866381252
27.5,310.4464185311666,350.29618076059455,422.00672116426506,413.0999884619855,408.3209222565289
28.0,306.2603551515489,341.15793751569066,402.4967957068819,401.52198260702835,398.5440155240688
28.5,302.3032199597576,333.2588999498014,386.4982806132473,391.02397644606106,389.26533869234515
29.0,298.61607137650026,326.13756693004456,372.64768965357854,381.32700499552857,380.5800118046373
29.5,295.1151370837448,319.83058625638046,361.38928163259015,372.44594114181467,372.35768818141935
30.0,291.88075712665,314.2816305718003,351.77177585723445,364.36483895736586,364.72897443924523
