s_index,n_index,z_index,s_mm,n_mm,z_mm,material,tmax_c,t800_down_s,t500_down_s,t8_5_s,valid
0,0,0,-69.02777777777777,-35.60576923076923,-11.6,QT450-10,152.44169121388938,,,,False
0,0,1,-69.02777777777777,-35.60576923076923,-10.8,QT450-10,152.4998982875631,,,,False
0,0,2,-69.02777777777777,-35.60576923076923,-10.0,QT450-10,152.5539539811871,,,,False
0,0,3,-69.02777777777777,-35.60576923076923,-9.2,QT450-10,152.60385736172046,,,,False
0,0,4,-69.02777777777777,-35.60576923076923,-8.4,QT450-10,152.64960723624924,,,,False
0,0,5,-69.02777777777777,-35.60576923076923,-7.6,QT450-10,152.6912023812994,,,,False
0,0,6,-69.02777777777777,-35.60576923076923,-6.8,QT450-10,152.72864162113967,,,,False
0,0,7,-69.02777777777777,-35.60576923076923,-6.0,QT450-10,152.7619238598987,,,,False
0,0,8,-69.02777777777777,-35.60576923076923,-5.199999999999999,QT450-10,152.7910480979639,,,,False
0,0,9,-69.02777777777777,-35.60576923076923,-4.3999999999999995,QT450-10,152.81601344234195,,,,False
0,0,10,-69.02777777777777,-35.60576923076923,-3.5999999999999996,QT450-10,152.83681911430978,,,,False
0,0,11,-69.02777777777777,-35.60576923076923,-2.799999999999999,QT450-10,152.85346445555626,,,,False
0,0,12,-69.02777777777777,-35.60576923076923,-2.0,QT450-10,152.86594893323635,,,,False
0,0,13,-69.02777777777777,-35.60576923076923,-1.1999999999999993,QT450-10,152.87427214405608,,,,False
0,0,14,-69.02777777777777,-35.60576923076923,-0.3999999999999986,QT450-10,152.87843381738926,,,,False
0,0,15,-69.02777777777777,-35.60576923076923,0.40000000000000036,QT450-10,152.87843381738926,,,,False
0,0,16,-69.02777777777777,-35.60576923076923,1.200000000000001,QT450-10,152.87427214405608,,,,False
0,0,17,-69.02777777777777,-35.60576923076923,2.0,QT450-10,152.86594893323635,,,,False
0,0,18,-69.02777777777777,-35.60576923076923,2.8000000000000007,QT450-10,152.85346445555626,,,,False
