time_s,H_q235_j,H_qt_j,H_weld_j,source_q235_j,source_qt_j,source_weld_j,loss_q235_j,loss_qt_j,loss_weld_j,birth_q235_j,birth_qt_j,birth_weld_j,weld_to_qt_j,weld_to_q235_j,mix_q235_j,mix_qt_j,mix_weld_j
19.7,13073.9930342363,30659.8294898012,113.319626842311,9.62505640638646,10.3234059856064,29.5515376080072,3.32380311147645,3.94638302532179,0.777033646372051,0,0,0,12.6292813803328,15.7058002200144,0,0,0
19.8,13095.9117163169,30678.8238498913,113.846120787268,9.62505640638456,10.3234059856046,29.5515376080108,3.33127296522856,3.94925208132414,0.779938837598703,0,0,0,12.6202061860338,15.6248986394221,0,0,0
19.9,13117.7641779098,30697.812919115,114.430103400389,9.6250564063831,10.3234059856033,29.5515376080136,3.33853541229251,3.95198166450837,0.783969493535763,0,0,0,12.6176449026769,15.5659405986804,0,0,0
20,13139.5512826801,30716.8073765633,115.058375551135,9.62505640638199,10.3234059856023,29.5515376080157,3.3455954139006,3.95459438596255,0.789975836936649,0,0,0,12.6256458481685,15.5076437786103,0,0,0
20.1,13161.4317733458,30735.9043159986,115.52581882584,9.62505640638114,10.3234059856015,29.5515376080174,3.35369019998606,3.95834770257552,0.743088721886814,0,0,0,12.7318811521226,15.6091244593232,0,0,0
20.2,13183.4242789618,30755.0983413542,115.739891803081,9.62505640638049,10.3234059856009,29.5515376080186,3.36202614781222,3.96233791290062,0.775031990353167,0,0,0,12.8329572830109,15.7294753574144,0,0,0
20.3,13205.423757334,30774.3103370097,115.913304184916,9.62505640638,10.3234059856004,29.5515376080196,3.37042584163136,3.96646446899612,0.778223279965022,0,0,0,12.8550541388245,15.7448478073954,0,0,0
20.4,13227.4090729471,30793.5211546105,116.08898418116,9.62505640637963,10.3234059856001,29.5515376080203,3.37876716555442,3.97047001102135,0.778949613048187,0,0,0,12.8578816264003,15.7390263723287,0,0,0
20.5,13249.3825788058,30812.7416810898,116.254420475014,9.62505640637933,10.3234059855998,29.5515376080209,3.38702975127657,3.97429453233526,0.779207084452334,0,0,0,12.8714150261226,15.7354792035928,0,0,0
20.6,13271.3410528507,30831.978184864,116.405030867367,9.62505640637911,10.3234059855996,29.5515376080213,3.39520635566901,3.97799150605267,0.781213927098986,0,0,0,12.8910892943948,15.7286239941752,0,0,0
20.7,13293.258594052,30851.2208096663,116.57608648039,9.62505640637895,10.3234059855995,29.5515376080216,3.40328532391623,3.98158329169623,0.783909767856574,0,0,0,12.9008021083608,15.6957701187816,0,0,0
20.8,13315.1185246729,30870.4481401026,116.806661952376,9.62505640637883,10.3234059855993,29.5515376080218,3.41123699936053,3.98504060137663,0.785885869855075,0,0,0,12.888965052195,15.6461112139877,0,0,0
20.9,13336.9024994095,30889.6605302195,117.116007599,9.62505640637873,10.3234059855993,29.551537608022,3.41903396572986,3.98830655468441,0.786948979514945,0,0,0,12.8772906859245,15.5779522959588,0,0,0
21,13358.5994509523,30908.8531155664,117.519895336469,9.62505640637866,10.3234059855992,29.5515376080221,3.42665273657675,3.9913875746986,0.788535061647898,0,0,0,12.8605669359785,15.4985478729285,0,0,0
21.1,13380.2030468112,30928.0336241182,118.016578251298,9.62505640637861,10.3234059855991,29.5515376080222,3.43407363858541,3.994290783456,0.790848252291334,0,0,0,12.8513933497758,15.4126130911264,0,0,0
21.2,13401.7367719164,30947.2061394609,118.577550004106,9.62505640637857,10.3234059855991,29.5515376080223,3.44128399401521,3.9970492623122,0.794454543069658,0,0,0,12.8461586193555,15.34995269279,0,0,0
21.3,13423.2130753068,30966.3797339304,119.179961031785,9.62505640637854,10.3234059855991,29.5515376080224,3.44829118207607,3.99968373251615,0.799716197643431,0,0,0,12.8498722165599,15.2995381661412,0,0,0
21.4,13444.7324211961,30985.6270282282,119.695597126463,9.62505640637852,10.3234059855991,29.5515376080224,3.45591204018087,4.00304009703435,0.758771588007395,0,0,0,12.9269284089223,15.3502015251192,0,0,0
21.5,13466.3676612617,31004.976711226,119.953550956096,9.62505640637849,10.323405985599,29.5515376080224,3.46411995584097,4.00696167269839,0.786041478106522,0,0,0,13.0332386852262,15.4743036150574,0,0,0
21.6,13488.0242439613,31024.3582954284,120.143923625034,9.62505640637849,10.323405985599,29.5515376080225,3.472376786472,4.01104097174817,0.78804267092375,0,0,0,13.0692191884925,15.5039030796692,0,0,0
21.7,13509.6710493291,31043.7411116507,120.328888420392,9.62505640637849,10.323405985599,29.5515376080225,3.48060401324413,4.0150522811599,0.789757320184289,0,0,0,13.0744625177308,15.5023529747505,0,0,0
21.8,13531.3059661826,31063.1312277819,120.506243961691,9.62505640637847,10.323405985599,29.5515376080225,3.48876884590843,4.01890103190605,0.789941596175991,0,0,0,13.0856111775965,15.4986292929518,0,0,0
21.9,13552.9274945466,31082.5371762729,120.667959769707,9.62505640637847,10.323405985599,29.5515376080225,3.4968550153733,4.02260985550804,0.791342466258969,0,0,0,13.1051523607605,15.4933269729874,0,0,0
22,13574.5254234428,31101.9622981792,120.819924280585,9.62505640637846,10.323405985599,29.5515376080225,3.50484791246973,4.02621527971392,0.793921494316374,0,0,0,13.1279312005544,15.4777204022745,0,0,0
22.1,13596.0658964949,31121.372164366,121.03026365676,9.62505640637846,10.323405985599,29.5515376080225,3.51272993832513,4.02972576547281,0.796865681211935,0,0,0,13.1161859665486,15.4281465840877,0,0,0
22.2,13617.5413783785,31140.7735990716,121.302242103325,9.62505640637846,10.323405985599,29.5515376080225,3.52046383858918,4.03304211159311,0.797599014024575,0,0,0,13.1110708315957,15.3708893158369,0,0,0
22.3,13638.9320804592,31160.1527624311,121.668708725515,9.62505640637846,10.323405985599,29.5515376080225,3.52802704388883,4.03618691538917,0.79945397826813,0,0,0,13.0919442894074,15.2936727181582,0,0,0
22.4,13660.2257118204,31179.5157346871,122.136403397402,9.62505640637845,10.323405985599,29.5515376080225,3.53539712740496,4.03913734280331,0.801167240675729,0,0,0,13.0787036132295,15.2039720822313,0,0,0
22.5,13681.4427044249,31198.8731463947,122.673468085894,9.62505640637845,10.323405985599,29.5515376080225,3.54255213950021,4.04192772091704,0.804051139103412,0,0,0,13.0759334427475,15.1344883376803,0,0,0
22.6,13702.604032986,31218.2255913746,123.256746009084,9.62505640637845,10.323405985599,29.5515376080225,3.54950176611588,4.04459588189142,0.808850887866101,0,0,0,13.0736348761481,15.0857739208194,0,0,0
22.7,13723.7744333185,31237.6267688697,123.807477483473,9.62505640637845,10.323405985599,29.5515376080225,3.55665277683218,4.04756348210667,0.773474439027118,0,0,0,13.1253349916984,15.1019967029094,0,0,0
22.8,13745.0472496114,31257.1261049728,124.116316464371,9.62505640637846,10.323405985599,29.5515376080225,3.56469027981729,4.05143171182431,0.802886631415477,0,0,0,13.2273618292979,15.2124501664124,0,0,0
22.9,13766.3605364939,31276.6734738231,124.331057591738,9.62505640637844,10.323405985599,29.5515376080225,3.57281874752747,4.05546324614337,0.796321146297293,0,0,0,13.2794261107653,15.2610492235943,0,0,0
23,13787.6716948767,31296.2291830994,124.523930826785,9.62505640637846,10.323405985599,29.5515376080226,3.58093306762732,4.05947919942397,0.799846838592044,0,0,0,13.2917824902534,15.267035044131,0,0,0
23.1,13808.9706851979,31315.7896022944,124.711955828084,9.62505640637846,10.323405985599,29.5515376080225,3.58899826689593,4.06335902393911,0.800208191712924,0,0,0,13.3003722333798,15.2629321816308,0,0,0
23.2,13830.2590244526,31335.3651217327,124.883013302935,9.62505640637845,10.323405985599,29.5515376080225,3.59698975982714,4.06708895246344,0.801005119808233,0,0,0,13.3192024052454,15.2602726081183,0,0,0
23.3,13851.5315822183,31354.9612968313,125.03522546978,9.62505640637845,10.323405985599,29.5515376080225,3.60489304825493,4.07071670726096,0.803445213383362,0,0,0,13.343485820158,15.2523944076373,0,0,0
23.4,13872.7590773019,31374.5587871807,125.216771544109,9.62505640637844,10.323405985599,29.5515376080225,3.61269389966871,4.07425651285498,0.806518080156198,0,0,0,13.3483408766231,15.2151325769147,0,0,0
23.5,13893.9256149313,31394.1457647689,125.457102578976,9.62505640637845,10.323405985599,29.5515376080225,3.62036072662617,4.07764409943335,0.808148921478433,0,0,0,13.341215702061,15.1618419496168,0,0,0
23.6,13915.0121871193,31413.7125302596,125.785458737903,9.62505640637846,10.323405985599,29.5515376080225,3.6278626572722,4.08085254779415,0.809590957203016,0,0,0,13.3242120529935,15.0893784389,0,0,0
23.7,13936.0031943088,31433.257933254,126.218904950595,9.62505640637845,10.323405985599,29.5515376080225,3.63517666025949,4.08386325324331,0.81110369007625,0,0,0,13.3058602618666,15.0011274433883,0,0,0
23.8,13956.9083834505,31452.7934334504,126.735917330489,9.62505640637845,10.323405985599,29.5515376080225,3.64227759152112,4.08669264673013,0.813328043913833,0,0,0,13.2987868573752,14.9224103268409,0,0,0
23.9,13977.75519188,31472.328927788,127.297701854413,9.62505640637844,10.323405985599,29.5515376080226,3.64916619122274,4.08938701443372,0.81735950316158,0,0,0,13.301475366601,14.8709182143378,0,0,0
24,13998.5450356602,31491.864031703,127.901124402671,9.62505640637844,10.323405985599,29.5515376080225,3.65585634873746,4.09198031403051,0.823793093667044,0,0,0,13.3036782435592,14.8206437225385,0,0,0
24.1,14019.439798237,31511.5158264624,128.318915501069,9.62505640637845,10.323405985599,29.5515376080225,3.66360818852382,4.09573268908478,0.776310688010189,0,0,0,13.4241214626914,14.9333143589413,0,0,0
24.2,14040.4296482065,31531.2393472898,128.524554830211,9.62505640637845,10.323405985599,29.5515376080225,3.67160992014944,4.09975229025462,0.809627664996725,0,0,0,13.499867132117,15.0364034837064,0,0,0
24.3,14061.4177116914,31550.9721387096,128.709652867726,9.62505640637846,10.323405985599,29.5515376080225,3.67966481430187,4.10383016526645,0.810552078056907,0,0,0,13.513215599579,15.0426718928724,0,0,0
24.4,14082.3919036185,31570.7084193007,128.893126030448,9.62505640637846,10.323405985599,29.5515376080225,3.68765108839859,4.10776123150925,0.810641999192647,0,0,0,13.5206358370711,15.0367866090372,0,0,0
24.5,14103.3540421822,31590.4551624926,129.066156910987,9.62505640637845,10.323405985599,29.5515376080225,3.69555551743418,4.11153213467526,0.810999711758769,0,0,0,13.5348693409663,15.0326376747593,0,0,0
24.6,14124.3014156854,31610.2208529492,129.221778001868,9.62505640637844,10.323405985599,29.5515376080225,3.70336991638646,4.115184337177,0.812760696005242,0,0,0,13.5574688078927,15.0256870132435,0,0,0
24.7,14145.22288918,31630.0052026465,129.370532726507,9.62505640637844,10.323405985599,29.5515376080225,3.71108262624089,4.11874498194366,0.815594475202165,0,0,0,13.5796886936628,15.0074997145191,0,0,0
24.8,14166.0799799364,31649.7707302594,129.588532049783,9.62505640637845,10.323405985599,29.5515376080225,3.71867899815815,4.12220463968653,0.818498669467341,0,0,0,13.5643262671552,14.950713348125,0,0,0
24.9,14186.8674601215,31669.5259167039,129.875340100916,9.62505640637845,10.323405985599,29.5515376080226,3.72611296949231,4.12545962280853,0.818952727096503,0,0,0,13.5572400816134,14.8885367481798,0,0,0
25,14207.5616177183,31689.2539049705,130.270299193913,9.62505640637845,10.323405985599,29.5515376080226,3.73336687659381,4.12854019668549,0.820987970247098,0,0,0,13.5331224777137,14.8024680670665,0,0,0
25.1,14228.1631309798,31708.9676931564,130.7607758649,9.62505640637845,10.323405985599,29.5515376080225,3.74041204153496,4.13141505385639,0.82239478632036,0,0,0,13.521797254087,14.7168688966289,0,0,0
25.2,14248.6990580678,31728.6834534883,131.301920240444,9.62505640637845,10.323405985599,29.5515376080226,3.74724079930796,4.13413928422181,0.825788120787883,0,0,0,13.5264936307432,14.6581114809485,0,0,0
25.3,14269.1815850393,31748.3934510935,131.887078805555,9.62505640637846,10.323405985599,29.5515376080225,3.75386479772272,4.13676617050837,0.831685890181637,0,0,0,13.5233577900001,14.6113353627301,0,0,0
25.4,14289.7242912788,31768.1884965284,132.358183722331,9.62505640637845,10.323405985599,29.5515376080225,3.76111886154466,4.14011644276531,0.789908104468544,0,0,0,13.6117558921012,14.6787686946807,0,0,0
25.5,14310.3693182168,31788.0695674175,132.600258141567,9.62505640637845,10.323405985599,29.5515376080225,3.76897872446228,4.14407223450259,0.818776794667962,0,0,0,13.7017371379635,14.7889492561552,0,0,0
25.6,14331.025995142,31807.9694503953,132.799773604131,9.62505640637846,10.323405985599,29.5515376080225,3.77687950716241,4.14812994836704,0.818915179028552,0,0,0,13.7246069404295,14.8085000260016,0,0,0
25.7,14351.6739101959,31827.8743241339,132.990404222312,9.62505640637846,10.323405985599,29.5515376080225,3.78473990671232,4.15208074627722,0.8197599359215,0,0,0,13.7335484996822,14.8075985542385,0,0,0
25.8,14372.3087727062,31847.786717568,133.174691334486,9.62505640637845,10.323405985599,29.5515376080225,3.79253583428652,4.15588280679519,0.820038302748424,0,0,0,13.7448702549615,14.8023419381389,0,0,0
25.9,14392.9319857079,31867.717728436,133.339449404809,9.62505640637845,10.323405985599,29.5515376080225,3.80024853495021,4.15955655976978,0.821212965231691,0,0,0,13.767161442231,14.7984051302374,0,0,0
26,14413.5401368694,31887.6709159819,133.483216158871,9.62505640637845,10.323405985599,29.5515376080225,3.80786650742057,4.1631385581394,0.823889472785758,0,0,0,13.7929201185041,14.7909612626719,0,0,0
