x_mm,y_mm,z_mm
-21.333774117005532,-5.332787694870741,0.0
-21.333949137739687,-2.6660499628317895,0.0
-21.33397841302118,0.0005963208387130915,0.0
-21.334067534531744,2.6672357129955544,0.0
-21.334033510525327,5.333809124369304,0.0
-18.667052450017923,-10.666370673492553,0.0
-18.667042743889976,-7.99936802997476,0.0
-18.667208523144975,-5.332334766788754,0.0
-18.667862357812872,-2.6652363118012166,0.0
-18.667939400827873,0.000625596120203234,0.0
-18.668031199707684,2.667324834506121,0.0
-18.66747204250947,5.333400695196073,0.0
-18.667379765843535,8.000505355935816,0.0
-18.66738433994958,10.667074128743721,0.0
-16.000435094488605,-13.332987110686037,0.0
-16.000887854745585,-10.665843894838632,0.0
-16.000825623936677,10.666662552378916,0.0
-16.000766145053205,13.333750082122252,0.0
-13.333759337728841,-15.999675264471977,0.0
-13.334260321228001,-13.332506588704977,0.0
-13.333761774149519,13.333391903587836,0.0
-13.334044041112348,16.000396274491536,0.0
-10.667030018121393,-18.666436861384067,0.0
-10.66755331832609,-15.999265094299927,0.0
-10.666926188559385,16.000416861906555,0.0
-10.667283245581919,18.666966229658883,0.0
-8.00067598883535,-18.66650643580558,0.0
-8.000687708816217,18.666937081449763,0.0
-5.333966620357175,-21.333169578189235,0.0
-5.334356853156664,-18.666402523299375,0.0
-5.333528805630862,18.667029746567078,0.0
-5.333912616233538,21.333578928479778,0.0
-2.667380140223339,-21.333056050319723,0.0
-2.6681031922180267,-18.66583215308391,0.0
-2.667360594621951,18.667642571444798,0.0
-2.667304802987036,21.333625770222184,0.0
-0.0007144844645659167,-21.333081667468477,0.0
-0.0006888673158113506,-18.665819075601988,0.0
-0.0006244941351868566,18.667588314930374,0.0
-0.0006349406028795028,21.33356997858727,0.0
2.6659479577731835,-21.333049268335014,0.0
2.6659155586397203,-18.665784360073406,0.0
2.665179428502529,18.667555590421312,0.0
2.6660316251018767,21.33358042505496,0.0
5.3326652897128906,-21.33310525290209,0.0
5.333017610041902,-18.666336587224293,0.0
5.33232190462025,18.666879968334417,0.0
5.3327897020607455,21.333431090123607,0.0
7.999243116132656,-18.66643021924002,0.0
7.999388766651564,18.6667424962881,0.0
10.665974305624593,-18.66641492414978,0.0
10.666310787165635,-15.999643925705708,0.0
10.665797534353489,16.000718835079084,0.0
10.666414138994446,18.666806040783996,0.0
13.332560313294527,-15.999669035162787,0.0
13.332834013076384,-13.333322527461334,0.0
13.332406184545246,13.334138705838297,0.0
13.332991300832145,16.000232662734675,0.0
15.999180520777852,-13.332990566970887,0.0
15.999126249091892,-10.666734756264592,0.0
15.999108865063926,10.667449246502862,0.0
15.999632077979655,13.333576715789963,0.0
18.665902895146864,-10.666340955844184,0.0
18.665916034108186,-7.999579057061829,0.0
18.6658280612797,-5.333357628640923,0.0
18.66525288250603,-2.666089584178386,0.0
18.665345989719587,0.0005432602653498196,0.0
18.66542509520887,2.668090637161402,0.0
18.666145883981738,5.334287250193188,0.0
18.666338616798274,8.000551241203457,0.0
18.66634022275242,10.666842448044486,0.0
21.332606604049413,-5.332952061489049,0.0
21.332580802879047,-2.6661906065110053,0.0
21.332681825211665,0.0005037586117652878,0.0
21.33272132686525,2.667191165563051,0.0
21.33292471395037,5.333778502139359,0.0
-21.333774117005532,-5.332787694870741,6.0
-21.333949137739687,-2.6660499628317895,6.0
-21.33397841302118,0.0005963208387130915,6.0
-21.334067534531744,2.6672357129955544,6.0
-21.334033510525327,5.333809124369304,6.0
-18.667052450017923,-10.666370673492553,6.0
-18.667042743889976,-7.99936802997476,6.0
-18.667208523144975,-5.332334766788754,6.0
-18.667862357812872,-2.6652363118012166,6.0
-18.667939400827873,0.000625596120203234,6.0
-18.668031199707684,2.667324834506121,6.0
-18.66747204250947,5.333400695196073,6.0
-18.667379765843535,8.000505355935816,6.0
