time_s,probe,s_mm,n_mm,z_mm,material_id,birth_fraction,elmer_common_c,fvm_common_c,delta_common_c,elmer_native_c,fvm_native_c,delta_native_c
22.1,qt_near_interface,0.0,-0.2,-0.2,2,1.0,909.1214996420583,1035.7494283846909,-126.62792874263255,923.3624680893981,1035.74942838469,-112.38696029529183
22.1,qt_far,0.0,-1.0,-1.0,2,1.0,781.4983712208017,847.0515527412888,-65.5531815204871,778.6348955404857,847.051552741289,-68.41665720080334
22.1,q235_near_interface,0.0,0.2,0.0,1,1.0,789.6242942264334,803.0631514715433,-13.43885724510983,832.2709811075036,803.063151471544,29.207829635959683
22.1,q235_far,0.0,1.0,0.0,1,1.0,656.7365510728456,667.8865179899026,-11.149966917056986,671.0450917821281,667.886517989903,3.15857379222507
22.2,weld_center,0.0,-0.5,0.5,3,1.0,1103.9232223317592,1230.6282763617805,-126.7050540300213,1162.891866687265,1230.62827636178,-67.73640967451502
22.2,qt_near_interface,0.0,-0.2,-0.2,2,1.0,907.9934732893994,1032.7969396313645,-124.80346634196508,921.592675445081,1032.79693963136,-111.20426418627892
22.2,qt_far,0.0,-1.0,-1.0,2,1.0,781.5488195411982,846.1167579992069,-64.56793845800871,779.0384507786308,846.116757999207,-67.07830722057622
22.2,q235_near_interface,0.0,0.2,0.0,1,1.0,789.8076102841466,802.9195208901685,-13.11191060602198,831.7220348648366,802.919520890169,28.80251397466759
22.2,q235_far,0.0,1.0,0.0,1,1.0,658.4879159577812,669.4405607527141,-10.952644794932894,672.7024709972862,669.440560752714,3.2619102445722774
22.3,weld_center,0.0,-0.5,0.5,3,1.0,1097.9653367915942,1220.7817141676858,-122.81637737609162,1154.4735165443342,1220.78171416769,-66.30819762335591
22.3,qt_near_interface,0.0,-0.2,-0.2,2,1.0,906.1641289515786,1028.5805782937175,-122.41644934213889,918.8922920462279,1028.58057829372,-109.6882862474921
22.3,qt_far,0.0,-1.0,-1.0,2,1.0,781.051452901514,844.3325304028592,-63.28107750134518,778.6936712490359,844.332530402859,-65.63885915382309
22.3,q235_near_interface,0.0,0.2,0.0,1,1.0,789.4190697391837,801.9568709086819,-12.537801169498266,830.3545463286875,801.956870908682,28.3976754200055
22.3,q235_far,0.0,1.0,0.0,1,1.0,659.8338719238782,670.461083228046,-10.627211304167872,673.8463678881902,670.461083228046,3.3852846601441797
22.4,weld_center,0.0,-0.5,0.5,3,1.0,1091.5830247204246,1210.865920828469,-119.28289610804427,1145.5505349725322,1210.86592082847,-65.31538585593785
22.4,qt_near_interface,0.0,-0.2,-0.2,2,1.0,903.7181350267338,1023.542456709062,-119.82432168232822,915.4417387614407,1023.54245670906,-108.10071794761939
22.4,qt_far,0.0,-1.0,-1.0,2,1.0,780.0096519275456,841.9059051375017,-61.89625320995606,777.63918635278,841.905905137502,-64.266718784722
22.4,q235_near_interface,0.0,0.2,0.0,1,1.0,788.5749908933099,800.400418580391,-11.825427687081174,828.3394947866218,800.400418580391,27.939076206230766
22.4,q235_far,0.0,1.0,0.0,1,1.0,660.8333825465445,671.029986782484,-10.196604235939503,674.5573261424066,671.029986782484,3.527339359922621
22.5,weld_center,0.0,-0.5,0.5,3,1.0,1084.445329650633,1200.4794996008166,-116.03416995018347,1135.6637226473858,1200.47949960082,-64.81577695343412
22.5,qt_near_interface,0.0,-0.2,-0.2,2,1.0,900.4661569274922,1017.8430286945063,-117.37687176701411,911.1208549934083,1017.84302869451,-106.72217370110172
22.5,qt_far,0.0,-1.0,-1.0,2,1.0,778.1964789300284,838.9270051450112,-60.730526214982774,775.8606879336872,838.927005145011,-63.066317211323735
22.5,q235_near_interface,0.0,0.2,0.0,1,1.0,787.2659425695713,798.3657283402456,-11.099785770674316,825.6881368794083,798.365728340246,27.32240853916221
22.5,q235_far,0.0,1.0,0.0,1,1.0,661.4974890518635,671.2261789501819,-9.728689898318407,674.864170313014,671.226178950182,3.6379913628320537
22.5,line_00,0.0,-1.5,-0.5,2,1.0,845.8972387698598,895.0604895674011,-49.16325079754131,918.2731639997515,nan,nan
22.5,line_01,0.0,-1.4,-0.4,2,1.0,880.9056653395338,932.2554037942846,-51.349738454750764,960.794790808365,nan,nan
22.5,line_02,0.0,-1.3,-0.3,2,1.0,902.365439430108,958.9051341450041,-56.539694714896086,1003.1634008804831,nan,nan
22.5,line_03,0.0,-1.2,-0.2,2,1.0,924.6425820758999,986.3124172679336,-61.6698351920337,1033.7675351222144,nan,nan
22.5,line_04,0.0,-1.1,-0.1,2,1.0,943.0938622959453,1013.4547328342414,-70.36087053829613,1062.116871701026,nan,nan
22.5,line_05,0.0,-1.0,0.0,3,1.0,1018.7704122880997,1154.2393596674824,-135.4689473793827,1087.2521305378132,nan,nan
22.5,line_06,0.0,-0.9,0.1,3,1.0,1056.236845112594,1187.0706078773699,-130.83376276477588,1107.9179006030156,nan,nan
22.5,line_07,0.0,-0.8,0.2,3,1.0,1070.8325612948092,1198.463686362738,-127.63112506792868,1123.368314642893,nan,nan
