time_s,probe,s_mm,n_mm,z_mm,material_id,birth_fraction,elmer_common_c,fvm_common_c,delta_common_c,elmer_native_c,fvm_native_c,delta_native_c
18.400000000000002,qt_far,0.0,-1.0,-1.0,2,1.0,446.6102509301805,454.9141616920423,-8.3039107618618,428.351687372648,454.9141616920424,-26.562474319394425
18.400000000000002,q235_near_interface,0.0,0.2,0.0,1,1.0,449.7958085019418,441.78694214817796,8.008866353763835,441.38024219292345,441.78694214817835,-0.40669995525490776
18.400000000000002,q235_far,0.0,1.0,0.0,1,1.0,413.40603400110336,408.17065256789346,5.235381433209909,407.3140293236166,408.1706525678933,-0.8566232442767046
18.5,weld_center,0.0,-0.5,0.5,3,1.0,595.2615595682364,608.5353182823338,-13.273758714097426,565.5590041043052,608.535318282334,-42.9763141780287
18.5,qt_near_interface,0.0,-0.2,-0.2,2,1.0,501.4986165431229,523.9731093659744,-22.474492822851516,476.7619310863924,523.973109365975,-47.21117827958261
18.5,qt_far,0.0,-1.0,-1.0,2,1.0,456.69012952810385,465.63807085490856,-8.94794132680471,438.2871957913056,465.638070854909,-27.35087506360344
18.5,q235_near_interface,0.0,0.2,0.0,1,1.0,459.27430536610683,451.1195215596008,8.154783806506032,451.17872983467873,451.119521559601,0.059208275077708095
18.5,q235_far,0.0,1.0,0.0,1,1.0,420.9599747645749,415.77673094125015,5.183243823324744,415.12063798498286,415.77673094125,-0.6560929562671163
18.6,weld_center,0.0,-0.5,0.5,3,1.0,611.5037867632977,625.5187571265211,-14.01497036322337,580.9548229273137,625.518757126521,-44.563934199207324
18.6,qt_near_interface,0.0,-0.2,-0.2,2,1.0,513.2493810024362,537.1029960803891,-23.853615077952895,488.1204031723286,537.102996080389,-48.982592908060326
18.6,qt_far,0.0,-1.0,-1.0,2,1.0,466.7052548173116,476.3065205148566,-9.601265697544989,448.1871228401195,476.306520514857,-28.119397674737513
18.6,q235_near_interface,0.0,0.2,0.0,1,1.0,468.6937581611854,460.4047622916695,8.288995869515873,460.9397225443889,460.40476229167,0.5349602527189177
18.6,q235_far,0.0,1.0,0.0,1,1.0,428.4801020259131,423.3568562643085,5.123245761604608,422.9078214143145,423.356856264308,-0.4490348499934953
18.7,weld_center,0.0,-0.5,0.5,3,1.0,627.536190652907,642.2784325082843,-14.742241855377301,596.1719528255887,642.278432508284,-46.106479682695294
18.7,qt_near_interface,0.0,-0.2,-0.2,2,1.0,524.8803775552086,550.1003379071598,-25.21996035195116,499.3870724035312,550.10033790716,-50.713265503628804
18.7,qt_far,0.0,-1.0,-1.0,2,1.0,476.6277088001851,486.8830488872346,-10.255340087049547,458.0195563631897,486.883048887235,-28.86349252404534
18.7,q235_near_interface,0.0,0.2,0.0,1,1.0,478.0297732443369,469.6136605083454,8.416112735991533,470.6317674883185,469.613660508346,1.0181069799724582
18.7,q235_far,0.0,1.0,0.0,1,1.0,435.94882611403204,430.8900375911629,5.058788522869122,430.6542677578548,430.890037591163,-0.23576983330815438
18.8,weld_center,0.0,-0.5,0.5,3,1.0,646.0581607675003,664.1302878633671,-18.07212709586679,616.3402383207291,664.130287863367,-47.79004954263792
18.8,qt_near_interface,0.0,-0.2,-0.2,2,1.0,537.2023839482206,564.6872640906731,-27.48488014245254,511.8183672687405,564.687264090673,-52.86889682193254
18.8,qt_far,0.0,-1.0,-1.0,2,1.0,487.1196840045607,498.573096351341,-11.453412346780283,468.4523340617349,498.573096351341,-30.12076228960609
18.8,q235_near_interface,0.0,0.2,0.0,1,1.0,487.8196978692244,479.7709783724228,8.048719496801596,481.0410728541839,479.770978372423,1.270094481760907
18.8,q235_far,0.0,1.0,0.0,1,1.0,443.59854825341654,438.86412211124906,4.734426142167479,438.6793338431244,438.864122111249,-0.18478826812457783
18.900000000000002,weld_center,0.0,-0.5,0.5,3,1.0,666.4141676001809,689.4555423575254,-23.041374757344443,640.4497362384853,689.4555423575259,-49.005806119040585
